사업장명,지번주소,도로명주소,업태구분명,구,경도,위도
할머니레시피훔쳤닭,서울특별시 강북구 수유동 172-173,"서울특별시 강북구 한천로140길 47, 1층 (수유동)",한식,강북구,127.0284295,37.6417336
해피카페,서울특별시 강북구 수유동 172-154,"서울특별시 강북구 도봉로97길 33, 1층 우측호 (수유동)",기타,강북구,127.0277047,37.6423751
복순이해물찜,서울특별시 강북구 수유동 472-246 동원장여관,"서울특별시 강북구 삼양로 313, 동원장여관 1층 (수유동)",한식,강북구,127.0175584,37.63130634
사계초밥,서울특별시 도봉구 도봉동 622-50,"서울특별시 도봉구 도봉로154길 18-31, 1층 (도봉동)",일식,도봉구,127.0451256,37.66973776
미미반점,서울특별시 도봉구 창동 731-102,"서울특별시 도봉구 도봉로 590, 1층 (창동)",중국식,도봉구,127.0401721,37.65724784
우리할매떡볶이(노원점),서울특별시 노원구 상계동 602-2 현우빌딩,"서울특별시 노원구 상계로3길 15, 현우빌딩 1층 106호 (상계동)",분식,노원구,127.0621574,37.65690956
이(李)짬뽕,서울특별시 구로구 오류동 150-35,"서울특별시 구로구 오류로8길 50, 1층 (오류동)",중국식,구로구,126.8432407,37.4919454
돌초밥,서울특별시 금천구 독산동 297-11,"서울특별시 금천구 가산로 71, 1층 (독산동)",일식,금천구,126.8952916,37.47260459
대림음식점,서울특별시 중구 산림동 166-0번지 ,,한식,중구,,
영덕회식당,서울특별시 중구 충무로4가 56-3 ,서울특별시 중구 창경궁로1길 6 (충무로4가),한식,중구,126.9980062,37.56295855
월매네남원추어탕,서울특별시 중구 서소문동 51-2번지 ,서울특별시 중구 서소문로 109-8 (서소문동),한식,중구,126.9732829,37.56332531
남경,서울특별시 중구 남대문로4가 3-4 ,서울 중구 남대문시장길 29,중국식,중구,126.9776323,37.56044086
유미분식,서울특별시 중구 신당동 292-114 ,,분식,중구,,
진고개,서울특별시 중구 충무로3가 30-16번지 ,서울특별시 중구 충무로 19-1 (충무로3가),한식,중구,126.9928332,37.56301306
그랜드 키친,서울특별시 중구 명동1가 6-3번지 ,서울특별시 중구 명동길 61 (명동1가),경양식,중구,126.9856445,37.56431503
덕화장,서울특별시 중구 장충동2가 12-3번지 ,서울특별시 중구 동호로24길 41 (장충동2가),중국식,중구,127.0053684,37.56103892
대복,서울특별시 중구 북창동 65-2번지 ,서울특별시 중구 세종대로14길 22 (북창동),한식,중구,126.9779298,37.56279469
비틀비틀,서울특별시 영등포구 여의도동 22 파크원,"서울특별시 영등포구 여의대로 108, 더현대 서울 지하1층 (여의도동)","외국음식전문점(인도,태국등)",영등포구,126.9282959,37.52605011
진화장,서울특별시 중구 회현동2가 12-0번지 ,,한식,중구,,
슬링스톤,서울특별시 중구 남산동2가 24-13 (1층2층),"서울특별시 중구 퇴계로20길 73 (남산동2가,(1층2층))",까페,중구,126.9870087,37.55821046
아리아께,서울특별시 중구 장충동2가 202-0번지 ,서울특별시 중구 동호로 249 (장충동2가),일식,중구,127.006035,37.55675
는(neun),서울특별시 중구 신당동 288-24 1층 101호,"서울특별시 중구 청구로4길 19, 1층 101호 (신당동)",기타,중구,127.0152402,37.56067721
우성갈비,서울특별시 중구 신당동 372-36 1층 ,"서울특별시 중구 동호로7길 13, 1층 (신당동)",중국식,중구,127.0111734,37.55316362
시골잔치집,서울특별시 중구 남대문로4가 3-4 2층 ,서울 중구 남대문시장길 29,한식,중구,126.9776323,37.56044086
15,서울특별시 중구 필동2가 32-24 1층 ,"서울특별시 중구 퇴계로42길 12 (필동2가,1층)",호프/통닭,중구,126.9965766,37.56122979
고려삼계탕,서울특별시 중구 서소문동 55-3 ,서울특별시 중구 서소문로11길 1 (서소문동),한식,중구,126.9729117,37.5629975
뚝도 손칼국수,서울특별시 중구 신당동 121-60 (지상1층) ,"서울특별시 중구 다산로42길 37 (신당동,(지상1층))",한식,중구,127.0183319,37.56453274
원 해물집,서울특별시 중구 남대문로5가 14-3번지 ,서울특별시 중구 세종대로2가길 19 (남대문로5가),한식,중구,,
대원집,서울특별시 중구 다동 124-2 ,서울특별시 중구 을지로3길 30-4 (다동),한식,중구,126.9816526,37.56741125
종로식당,서울특별시 중구 광희동1가 154-0 ,,한식,중구,,
반석가든,서울특별시 중구 삼각동 40-5번지 ,,한식,중구,,
보길도,서울특별시 중구 황학동 792-0번지 신당지하상가 48호 ,"서울특별시 중구 난계로 173 (황학동,신당지하상가 48호)",일식,중구,127.0232985,37.56710593
그랜드 사마리칸트,서울특별시 중구 광희동1가 142 ,"서울특별시 중구 을지로44길 10, 1층 (광희동1가)",한식,중구,127.0064303,37.56573506
황소곱창,서울특별시 중구 신당동 333-239번지 지상1층 ,"서울특별시 중구 다산로24길 7 (신당동,지상1층)",한식,중구,127.0130539,37.55808746
가이야,서울특별시 중구 봉래동1가 5-36 외24필지 우리빌딩1층 ,"서울특별시 중구 칠패로 42 (봉래동1가,외24필지 우리빌딩1층)",경양식,중구,126.9738111,37.55960715
대도식품,서울특별시 중구 을지로4가 204-6번지 ,,분식,중구,,
나나식당,서울특별시 중구 남산동1가 4-0번지 ,,한식,중구,,
키노이에,서울특별시 중구 오장동 206-24 ,서울 중구 동호로 325,한식,중구,127.0021982,37.5635596
오신정,서울특별시 중구 충무로3가 23-3번지 ,서울특별시 중구 퇴계로27길 42 (충무로3가),한식,중구,126.9913607,37.56318536
원당뼈다귀해장국,서울특별시 중구 서소문동 28 ,"서울특별시 중구 서소문로 129-1, 1층 (서소문동)",한식,중구,126.9752624,37.56400516
짱이네,서울특별시 중구 을지로1가 16번지 지하1층(B107호) ,"서울특별시 중구 무교로 6 (을지로1가,지하1층(B107호))",한식,중구,126.9795044,37.56648524
페이퍼버드 커피하우스,서울특별시 동작구 노량진동 230-14,"서울특별시 동작구 장승배기로18길 3, 1층 (노량진동)",기타,동작구,126.9405287,37.50765636
성원식당,서울특별시 중구 명동2가 4-1번지 ,서울특별시 중구 명동10길 19-10 (명동2가),한식,중구,126.9859788,37.56302589
주식회사 명동교자,서울특별시 중구 명동2가 33-4 ,서울특별시 중구 명동10길 10 (명동2가),한식,중구,126.9850926,37.56342362
원조집,서울특별시 중구 중림동 471번지 1층 ,"서울특별시 중구 청파로 457-1 (중림동, 1층)",한식,중구,126.9678018,37.56019651
김가네김밥,서울특별시 중구 남대문로5가 20-1번지 1층 ,"서울특별시 중구 세종대로 28 (남대문로5가, 1층)",분식,중구,126.9747613,37.55887672
권명옥 가마솥 나주곰탕,서울특별시 중구 다동 50 ,"서울특별시 중구 다동길 17, 2층 (다동)",한식,중구,126.9803143,37.56789917
테트,서울특별시 중구 명동1가 1-3 YWCA연합회 ,"서울특별시 중구 명동길 73, YWCA연합회 7층 701호 (명동1가)","외국음식전문점(인도,태국등)",중구,126.9862129,37.56438185
육일봉,서울특별시 중구 을지로3가 291-32 ,"서울특별시 중구 을지로16길 20, 5층 (을지로3가)",감성주점,중구,126.9933962,37.56554775
장수원,서울특별시 중구 흥인동 13-1번지 ,"서울특별시 중구 다산로46길 17, 1층 120호 (흥인동)",한식,중구,127.0171103,37.56686162
챔프커피,서울특별시 중구 산림동 207-2번지 대림상가 ,"서울특별시 중구 을지로 157, 대림상가 라열 3층 381호 (산림동)",기타,중구,126.9954273,37.56752351
화포식당,서울특별시 중구 을지로2가 199-40번지 명동아르누보센텀 ,"서울특별시 중구 명동7길 21, 명동아르누보센텀 1층 119호 (을지로2가)",한식,중구,126.9838681,37.56471038
을지로 유카네,서울특별시 중구 초동 107-10번지 ,"서울특별시 중구 을지로12길 27-1, 1층 (초동)",일식,중구,126.9908588,37.56502684
돌핀식당,서울특별시 중구 서소문동 120-12 ,"서울특별시 중구 세종대로11길 30, 지하1층 2호 (서소문동)",한식,중구,126.9742137,37.56234689
순대국뚝배기,서울특별시 중구 신당동 296-17 ,"서울특별시 중구 청구로 83, 1층 (신당동)",한식,중구,127.013071,37.56037133
연탄집,서울특별시 중구 황학동 707-2 ,"서울특별시 중구 퇴계로87길 3-3, 1층 (황학동)",분식,중구,127.0210056,37.56592862
테이스티 랩소디,서울특별시 중구 황학동 522 ,"서울특별시 중구 퇴계로87길 55, 2층 (황학동)",한식,중구,127.0208316,37.56798245
백년가교동짬뽕,서울특별시 중구 을지로6가 17-2 ,"서울특별시 중구 장충단로13길 20, 지하2층 (을지로6가)",중국식,중구,127.0077323,37.56864347
식껍남대문본점,서울특별시 중구 순화동 151 순화동더샵 ,"서울특별시 중구 칠패로 27, 순화동더샵 1층 107호,108호 (순화동)",한식,중구,126.9720652,37.56017693
메종뵈르(MASION BEURRE),서울특별시 중구 인현동1가 102-5 ,"서울특별시 중구 마른내로 50-1, 2층 (인현동1가)",감성주점,중구,126.9933803,37.56424088
즐거운 생활 1-1,서울특별시 중구 중림동 144-2번지 ,"서울특별시 중구 중림로 37, 1층 (중림동)",한식,중구,126.967463,37.55795443
충무물갈비,서울특별시 중구 충무로4가 155-1번지 ,"서울특별시 중구 퇴계로37길 26, 1,2층 (충무로4가)",한식,중구,126.9936667,37.56231008
서울 부띠끄,서울특별시 중구 만리동1가 62-1 대양항공화물 ,"서울특별시 중구 만리재로 209-1, 대양항공화물 1,2층 (만리동1가)","외국음식전문점(인도,태국등)",중구,126.9682175,37.55611733
손실장 참치,서울특별시 중구 신당동 145-9 ,"서울특별시 중구 퇴계로86길 43, 1층 (신당동)",한식,중구,127.0196149,37.56362313
희희카츠,서울특별시 중구 필동2가 81-11 ,"서울특별시 중구 퇴계로36길 36, 1층 (필동2가)",일식,중구,126.9951749,37.5602965
CJ 프레시웨이(주) 남산더라운지점,서울특별시 중구 남대문로5가 500 제일빌딩 ,"서울특별시 중구 소월로2길 12, 제일빌딩 6,7층 (남대문로5가)",한식,중구,126.9759163,37.55453934
처갓집 양념치킨 충무로점,서울특별시 중구 필동1가 19 ,"서울특별시 중구 퇴계로 179-1, 1층 (필동1가)",호프/통닭,중구,126.9919013,37.56127802
Mo better coffee(모 베러 커피),서울특별시 중구 다동 70번지 한외빌딩 ,"서울특별시 중구 다동길 43, 한외빌딩 1층 127호,128호 (다동)",기타,중구,126.9816234,37.56821683
딤딩,서울특별시 중구 명동2가 54-23 ,서울특별시 중구 명동4길 23-5 (명동2가),중국식,중구,126.9841232,37.56269772
나마스테,서울특별시 중구 필동1가 21-2번지 가락회관 ,"서울특별시 중구 퇴계로 182, 가락회관 지하1층 (필동1가)","외국음식전문점(인도,태국등)",중구,126.9919553,37.56089247
탄탄면공방 명동점,서울특별시 중구 을지로2가 199-40번지 명동아르누보센텀 ,"서울특별시 중구 명동7길 21, 명동아르누보센텀 1층 120호 (을지로2가)",기타,중구,126.9838681,37.56471038
부함식당 을지로입구역점,서울특별시 중구 다동 140 패스트파이브타워 ,"서울특별시 중구 남대문로9길 24, 패스트파이브타워 1층 105,106호 (다동)",한식,중구,126.9811401,37.56708746
유천냉면 명동점,서울특별시 중구 을지로2가 199-46번지 ,"서울특별시 중구 명동3길 17, 1층 (을지로2가)",한식,중구,126.9834169,37.56452629
코바코 신당점,서울특별시 중구 신당동 852 청구 e편한세상 ,"서울특별시 중구 청구로 64, 123동 1층 2-3호 (신당동, 청구 e편한세상)",일식,중구,127.0167305,37.56044861
(주)커피빈코리아 서울스퀘어점,서울특별시 중구 남대문로5가 541 서울스퀘어 ,"서울특별시 중구 한강대로 416, 서울스퀘어 지하1층 (남대문로5가)",기타,중구,126.9738606,37.5555219
을지로보석,서울특별시 중구 저동2가 84-11 ,"서울특별시 중구 마른내로 11-10, 3층 (저동2가)",한식,중구,126.9892481,37.56514877
(주)엠에프지코리아 매드포갈릭 센터원점,서울특별시 중구 수하동 67 미래에셋 센터원(Mirae Asset CENTER1) ,"서울특별시 중구 을지로5길 26, 미래에셋 센터원(Mirae Asset CENTER1) 지하2층 (수하동)",경양식,중구,126.9851782,37.56742114
LIKETHIZ 1601(라이크디즈 1601),서울특별시 중구 서소문동 75-95번지 유원빌딩 ,"서울특별시 중구 서소문로 116, 유원빌딩 16층층 1601호,1602호 (서소문동)",기타,중구,126.9740586,37.56266433
두루정,서울특별시 중구 순화동 217 덕수궁롯데캐슬 ,"서울특별시 중구 서소문로9길 28, 지 1층 136호 (순화동, 덕수궁롯데캐슬)",한식,중구,126.9703713,37.56359135
LOITER(로이터),서울특별시 중구 필동3가 62-11번지 삼경빌딩 ,"서울특별시 중구 필동로 53, 삼경빌딩 3층 (필동3가)",기타,중구,126.9962363,37.55660746
쥬스혁명,서울특별시 중구 무교동 12-1번지 ,"서울특별시 중구 무교로 24, 1층 (무교동)",분식,중구,126.9794798,37.56810196
bird(버드),서울특별시 중구 남산동1가 13-6 ,"서울특별시 중구 퇴계로18길 46, 1층 (남산동1가)",기타,중구,126.984486,37.5592228
애프터저크오프,서울특별시 중구 저동2가 15 ,"서울특별시 중구 수표로 42-21, 4,5층 (저동2가)",기타,중구,126.9904556,37.56504045
안주집,서울특별시 중구 초동 107-8 ,"서울특별시 중구 을지로12길 25-1, 1층 (초동)",호프/통닭,중구,126.9909336,37.56509081
명동칼국수 샤브샤브 황학점,서울특별시 중구 황학동 2545 롯데캐슬베네치아 ,"서울특별시 중구 청계천로 400, 2층 2041호 (황학동, 롯데캐슬베네치아)",한식,중구,127.0214338,37.57097824
선미슈퍼,서울특별시 중구 필동3가 44-3번지 ,"서울특별시 중구 필동로 31-1, 지하1층 (필동3가)",분식,중구,126.9962795,37.55869752
피막치골 춘자,서울특별시 중구 장충동2가 112-1번지 ,"서울특별시 중구 장충단로7길 19, 1층 (장충동2가)",한식,중구,127.0053432,37.56240133
이원,서울특별시 중구 주교동 43-32번지 ,"서울특별시 중구 동호로37길 33-16, 1층 (주교동)",분식,중구,126.9996734,37.5685925
더델리,서울특별시 중구 을지로6가 58-5 ,"서울특별시 중구 을지로 238, 1층 (을지로6가)",기타,중구,127.0043493,37.56626995
보돌미역 광화문 sfc몰점,서울특별시 중구 태평로1가 84 파이낸스빌딩 지하1층 ,"서울특별시 중구 세종대로 136, 파이낸스빌딩 지하1층 (태평로1가)",중국식,중구,126.9777396,37.56842771
스페이스,서울특별시 중구 명동2가 54-13번지 1층 ,"서울특별시 중구 명동8길 8-17, 1층 (명동2가)",한식,중구,126.9839492,37.56307887
카밀라,서울특별시 중구 충정로1가 58-3 청양빌딩 지하1층 ,"서울특별시 중구 새문안로 26, 청양빌딩 지하1층 (충정로1가)",까페,중구,126.9688069,37.56748456
그릭베이,서울특별시 중구 태평로2가 150 부영 태평빌딩 지하2층 ,"서울특별시 중구 세종대로 55, 부영 태평빌딩 지하2층 (태평로2가)",분식,중구,126.9750773,37.56155294
상우가든,서울특별시 중구 저동2가 7-2 제이매크로타워 지하1층 B01호-B03호 ,"서울특별시 중구 을지로12길 28, 제이매크로타워 지하1층 B01호-B03호 (저동2가)",한식,중구,126.9905657,37.56516021
장원식당,서울특별시 중구 신당동 52-198 ,"서울특별시 중구 다산로40길 32, 1층 (신당동)",한식,중구,127.0177867,37.56354257
라온,서울특별시 중구 충무로5가 78-1 ,"서울특별시 중구 서애로 2, 1층 (충무로5가)",한식,중구,126.9982985,37.561871
수잔나의 앞치마,서울특별시 중구 충무로5가 36-12번지 ,"서울특별시 중구 퇴계로49길 24, 1층 (충무로5가)",기타,중구,126.9996063,37.56330458
어부네코다리 신당점,서울특별시 중구 신당동 247-48 ,서울특별시 중구 퇴계로 382-1 (신당동),한식,중구,127.0140269,37.5648795
크레이지 후라이,서울특별시 중구 다동 140 패스트파이브타워 ,"서울특별시 중구 남대문로9길 24, 패스트파이브타워 1층 (다동)",분식,중구,126.9811401,37.56708746
난다랑,서울특별시 중구 회현동1가 194-48 ,서울특별시 중구 퇴계로 62 (회현동1가),경양식,중구,126.9791274,37.55897039
동호민물장어,서울특별시 중구 태평로2가 54-0번지 ,서울특별시 중구 세종대로18길 6-1 (태평로2가),일식,중구,126.9774363,37.5637272
포인트,서울특별시 중구 황학동 737-0번지 ,서울특별시 중구 퇴계로 423-6 (황학동),정종/대포집/소주방,중구,127.0187356,37.56593472
잊지마식당,서울특별시 중구 인현동2가 192-17 ,서울특별시 중구 퇴계로41길 47 (인현동2가),한식,중구,126.9954063,37.56394224
스카이,서울특별시 중구 주교동 135-5번지 2층 ,"서울특별시 중구 청계천로 180-2 (주교동, 2층)",분식,중구,126.99773,37.5685087
휴게실,서울특별시 중구 태평로1가 31-0 ,서울특별시 중구 세종대로 110 (태평로1가),분식,중구,126.9782037,37.56658548
아침햇참,서울특별시 중구 봉래동1가 5-36 우리빌딩103호 ,"서울특별시 중구 칠패로 42 (봉래동1가,우리빌딩103호)",분식,중구,126.9738111,37.55960715
담소사골순대 충무로점,서울특별시 중구 초동 34-4 ,"서울특별시 중구 충무로 34, 1층 (초동)",한식,중구,126.9931064,37.56403681
코바늘 스토리,서울특별시 중구 충무로1가 50-10번지 회현지하상가 바37호 ,"서울특별시 중구 소공로 58 (충무로1가, 바-37)",분식,중구,126.981847764291,37.5606668775872
언덕의집,서울특별시 중구 회현동1가 133-1 ,서울특별시 중구 소공로3길 42 (회현동1가),한식,중구,126.981964,37.55680832
로댕,서울특별시 중구 남대문로4가 45-0 ,서울특별시 중구 세종대로 39 (남대문로4가),경양식,중구,126.9738584,37.56055274
남산카페 본점,서울특별시 중구 충무로3가 60-1 남산스퀘어 ,"서울특별시 중구 퇴계로 173, 남산스퀘어 지1층 (충무로3가)",일식,중구,126.9911146,37.56164174
아침을 여는 조조김밥,서울특별시 관악구 봉천동 1632-7 반석빌딩,"서울특별시 관악구 봉천로 602, 반석빌딩 1층 (봉천동)",분식,관악구,126.9639274,37.47601347
(주)메디치미디어,서울특별시 중구 중림동 147-2 ,"서울특별시 중구 중림로7길 4, 5층 (중림동)",기타,중구,126.9675637,37.55810252
지져스(ZISUS),서울특별시 중구 황학동 426 ,"서울특별시 중구 퇴계로85길 32, 1층 (황학동)",한식,중구,127.0197685,37.56714772
명동 아지트,서울특별시 중구 충무로2가 66-9 ,"서울특별시 중구 명동8가길 7, 8층 (충무로2가)",기타,중구,126.9854027,37.56175775
을지도,서울특별시 중구 인현동1가 57-2 ,"서울특별시 중구 충무로4길 21, 2층 202호 (인현동1가)",중국식,중구,126.9940785,37.56511603
진사부 우육면,서울특별시 중구 신당동 309-45 ,"서울특별시 중구 다산로 181, 1층 102호 (신당동)",중국식,중구,127.0131555,37.55963308
어니스트,서울특별시 중구 신당동 417-6 ,"서울특별시 중구 동호로 218, 1층 (신당동)",경양식,중구,127.0092202,37.5573421
상무초밥 왕십리점,서울특별시 중구 신당동 855 ,"서울특별시 중구 왕십리로 407, B2-2,B2-3,B2-4호 (신당동, 신당 파인힐 하나유보라)",일식,중구,127.0249163,37.5642532
한와담소반 장충점,서울특별시 중구 장충동1가 62-36 ,"서울특별시 중구 장충단로 168, 2층 (장충동1가)",한식,중구,127.0059032,37.55978602
지유켄,서울특별시 중구 저동2가 5-3 ,"서울특별시 중구 수표로 42-7, 내1층 (저동2가)",일식,중구,126.9902167,37.56528003
코코이찌방야 서울스퀘어점,서울특별시 중구 남대문로5가 541 ,"서울특별시 중구 한강대로 416, 지하1층 Unit#B1F-16호 (남대문로5가)",일식,중구,126.9738606,37.5555219
흥부가,서울특별시 중구 쌍림동 146-4 ,"서울특별시 중구 마른내로 136, 지층 (쌍림동)",한식,중구,127.0030675,37.56442293
신당상회,서울특별시 중구 흥인동 14 ,"서울특별시 중구 퇴계로81길 7-8, 1층 (흥인동)",한식,중구,127.0176878,37.56617346
연락,서울특별시 중구 충무로3가 57-24 ,"서울특별시 중구 수표로2길 23, 1층 (충무로3가)",기타,중구,126.9918474,37.56229404
이끼,서울특별시 중구 신당동 304-515 ,"서울특별시 중구 다산로29길 30, 1층 (신당동)",기타,중구,127.0125674,37.56150088
맥파이 을지로점,서울특별시 중구 을지로3가 118-6 ,"서울특별시 중구 을지로 127, 4층 (을지로3가)",경양식,중구,126.9920629,37.56658383
이치규 서울역점,서울특별시 중구 남대문로5가 631,"서울특별시 중구 후암로 98, 지하1층 B116호 (남대문로5가)",한식,중구,126.9748246,37.55388694
롤링파스타 동대문두타몰점,서울특별시 중구 을지로6가 18-12 ,"서울특별시 중구 장충단로 275, 지하2층 FB106호 (을지로6가)","외국음식전문점(인도,태국등)",중구,127.0087524,37.56881408
대접,서울특별시 중구 수표동 99 시그니쳐타워 ,"서울특별시 중구 청계천로 100, 시그니쳐타워 지1층 3호 (수표동)",한식,중구,126.9885254,37.56753765
시오(しお),서울특별시 중구 필동2가 55 ,"서울특별시 중구 퇴계로42길 7, 1층 (필동2가)",일식,중구,126.9968359,37.56136418
무작위,서울특별시 중구 인현동2가 192-20 정암프라자 ,"서울특별시 중구 퇴계로41길 39, 정암프라자 지층 (인현동2가)",한식,중구,126.9954014,37.56361038
무무,서울특별시 중구 을지로3가 295-3 ,"서울특별시 중구 충무로7길 2, 2층,3층 (을지로3가)",기타,중구,126.9924166,37.56591132
춘풍,서울특별시 중구 신당동 365-5 ,"서울특별시 중구 다산로 101-3, 2층 (신당동)",기타,중구,127.0091933,37.55327078
커피스미스 약수역점,서울특별시 중구 신당동 369-101 ,"서울특별시 중구 다산로 128-1, 1층,2층 (신당동)",기타,중구,127.011191,37.55516223
한양문고 디킨즈,서울특별시 중구 명동2가 83-5 Noon Square ,"서울특별시 중구 명동길 14, Noon Square 지하2층 (명동2가)",기타,중구,126.9828905,37.5634133
하이레인 커피,서울특별시 관악구 봉천동 196-248,"서울특별시 관악구 낙성대역길 69, 101호 (봉천동)",기타,관악구,126.9628156,37.47506924
송라에프엔비,서울특별시 관악구 봉천동 1673-16,"서울특별시 관악구 남부순환로 1869, 1층 (봉천동)",경양식,관악구,126.9575149,37.47977259
소제이 서울시청점,서울특별시 중구 북창동 99-3 ,"서울특별시 중구 남대문로1길 22, 1층 (북창동)",한식,중구,126.9775589,37.56205897
슬로우캘리 을지로점,서울특별시 중구 수하동 67 미래에셋 센터원(Mirae Asset CENTER1) ,"서울특별시 중구 을지로5길 26, 미래에셋 센터원(Mirae Asset CENTER1) 지1층 118호 (수하동)","외국음식전문점(인도,태국등)",중구,126.9851782,37.56742114
선민,서울특별시 중구 흥인동 14-34 ,"서울특별시 중구 퇴계로81길 7-12, 1층 17호 (흥인동)",중국식,중구,127.0175843,37.56615946
불문율,서울특별시 중구 황학동 366 ,"서울특별시 중구 퇴계로83길 22-35, 1층 (황학동)",호프/통닭,중구,127.0192851,37.56665634
우리예술,서울특별시 중구 쌍림동 243-5 ,"서울특별시 중구 장충단로7길 10, 2층 (쌍림동)",한식,중구,127.0059221,37.56245683
움푹,서울특별시 중구 인현동1가 57-1 ,"서울특별시 중구 충무로4길 19-4, 1층 (인현동1가)",일식,중구,126.9941273,37.56516908
구이대장쪽갈비 서울역점,서울특별시 중구 남대문로5가 134,"서울특별시 중구 세종대로2가길 37, 1층,2층 (남대문로5가)",한식,중구,126.9756056,37.5582186
(주)스코프케이크하우스,서울특별시 중구 소공동 1 롯데백화점 본점 ,"서울특별시 중구 남대문로 81, 롯데백화점 본점 지1층 (소공동)",기타,중구,126.9810895,37.5648098
귀한족발 충정로점,서울특별시 중구 중림동 200 ,"서울특별시 중구 중림로 10, 상가2동 110호 (중림동, 중림동 삼성 사이버 빌리지)",한식,중구,126.9653065,37.55811617
다운타우너 광화문,서울특별시 중구 태평로1가 84 ,"서울특별시 중구 세종대로 136, 지하1층 (태평로1가)",경양식,중구,126.9777396,37.56842771
해정,서울특별시 중구 흥인동 14-13 ,"서울특별시 중구 다산로46길 28, 1층 (흥인동)",한식,중구,127.0177912,37.5664037
해정,서울특별시 중구 흥인동 14-13 ,"서울특별시 중구 다산로46길 28, 3층 (흥인동)",한식,중구,127.0177912,37.5664037
토마토김밥 파인에비뉴점,서울특별시 중구 을지로2가 203 파인에비뉴 ,"서울특별시 중구 을지로 100, 파인에비뉴 지1층 빌앤쿡 내 12호 (을지로2가)",분식,중구,126.9885776,37.56574597
행복은간장밥 동국대점,서울특별시 중구 충무로5가 90 ,"서울특별시 중구 서애로1길 11, 106호 (충무로5가)",한식,중구,126.9985012,37.56140809
칙바이칙 명동점,서울특별시 중구 을지로2가 199-40 명동아르누보센텀 ,"서울특별시 중구 명동7길 21, 명동아르누보센텀 105호 (을지로2가)",경양식,중구,126.9838681,37.56471038
가배도 시청점,서울특별시 중구 태평로2가 329-12 ,"서울특별시 중구 세종대로 79, 1,2,3,4층 (태평로2가)",경양식,중구,126.9764273,37.56348847
만다복,서울특별시 중구 소공동 1 롯데백화점 본점 ,"서울특별시 중구 남대문로 81, 롯데백화점 본점 지1층 (소공동)",중국식,중구,126.9810895,37.5648098
남산동 곳간,서울특별시 중구 저동1가 114 ,"서울특별시 중구 삼일대로 343, 2층 (저동1가)",한식,중구,126.9870155,37.5650924
고우가 광화문,서울특별시 중구 태평로1가 84 파이낸스빌딩 ,"서울특별시 중구 세종대로 136, 파이낸스빌딩 지2층 205호 (태평로1가)",한식,중구,126.9777396,37.56842771
머곰(meogom),서울특별시 중구 신당동 353-16 ,"서울특별시 중구 다산로 85, 지1층 (신당동)",기타,중구,127.0081284,37.5521948
버터컵 베이커리,서울특별시 중구 수하동 40-2 ,"서울특별시 중구 남대문로10길 28, 10층 (수하동)",경양식,중구,126.9842353,37.56744395
원베러커피 반포점,서울특별시 서초구 잠원동 72-3 태남홀딩스,"서울특별시 서초구 잠원로3길 40, 1층 106호 (잠원동)",기타,서초구,127.003707,37.50815269
플로트 서울,서울특별시 서초구 서초동 1358-2,"서울특별시 서초구 강남대로41길 22-8, 1층 (서초동)",경양식,서초구,127.0312291,37.48734039
우지커피 명동점,서울특별시 중구 명동2가 3-3,"서울특별시 중구 명동10길 19-3, 1층 2호 (명동2가)",기타,중구,126.985615,37.56306791
더제곱,서울특별시 중구 신당동 151-23,"서울특별시 중구 다산로44길 86-3, 1층 (신당동)",한식,중구,127.0217151,37.56479047
웅달우동 자가누룩제면소,서울특별시 중구 신당동 291-48 동산빌딩,"서울특별시 중구 다산로36길 11, 동산빌딩 1층 입구좌측 제일끝호 (신당동)",일식,중구,127.0162114,37.56287375
피쉬버켓,서울특별시 중구 신당동 347-355 ,"서울특별시 중구 다산로12길 21, 1층 (신당동)","외국음식전문점(인도,태국등)",중구,127.0124826,37.5555021
비피,서울특별시 중구 인현동2가 192-19 ,"서울특별시 중구 퇴계로41길 43, 3층 (인현동2가)",한식,중구,126.9954167,37.56375366
커피기업 을지로L타워점,서울특별시 중구 을지로2가 205 신한L Tower ,"서울특별시 중구 삼일대로 358, 신한L Tower 1층 (을지로2가)",기타,중구,126.9880783,37.56648826
솔솥 광화문점,서울특별시 중구 태평로1가 84 ,"서울특별시 중구 세종대로 136, 지하2층 (태평로1가)",기타,중구,126.9777396,37.56842771
상아 케이(K),서울특별시 중구 신당동 340-67 ,"서울특별시 중구 다산로18길 8, 1층 101호 (신당동)",한식,중구,127.012291,37.55687498
제육과 콩나물,서울특별시 중구 황학동 583 ,"서울특별시 중구 퇴계로87길 29-2, 1층 102호 (황학동)",한식,중구,127.0209437,37.56692982
에프오커피(F5 Coffee),서울특별시 중구 신당동 292-14 ,"서울특별시 중구 다산로38길 12, 1층 101호 (신당동)",기타,중구,127.0163354,37.56312353
동대문 일번가,서울특별시 중구 신당동 251-45 상문빌딩 ,"서울특별시 중구 퇴계로73길 54-20, 1층 (신당동)",한식,중구,127.0142512,37.56686023
쌈쌈,서울특별시 중구 필동2가 50 ,"서울특별시 중구 퇴계로42길 3-7, 지하1층 (필동2가)",한식,중구,126.9970994,37.56155379
샐러드 빈,서울특별시 중구 쌍림동 239-2 ,"서울특별시 중구 퇴계로56길 22, 1층 (쌍림동)",기타,중구,127.0054733,37.56283339
