사업장명,지번주소,도로명주소,업태구분명,구,경도,위도,구글가게명,구글주소,별점,카테고리,리뷰수,구글위도,구글경도,지도링크,시원한 음식,뜨끈한 국물,매콤한 음식,든든한 한끼,육류구이/고기파티,가볍게 간단히,술 한잔 하기 좋은날,디저트/카페,이국적인 음식,해산물/생선요리,패스트푸드,가족/단체 외식,건강/채식/특수식단,W_클리어,W_구름,W_비,W_이슬비,W_뇌우,W_눈,W_분위기
담미온,서울특별시 강남구 대치동 995-24,서울특별시 강남구 영동대로86길 11 (대치동),분식,강남구,127.0650307,37.50810426,담미온 강남경찰서점,서울특별시 강남구 영동대로86길 11 승원빌딩 1층,3.9,한식당,56,37.5080982,127.0651151,https://www.google.com/maps/place/%25EB%258B%25B4%25EB%25AF%25B8%25EC%2598%25A8+%25EA%25B0%2595%25EB%2582%25A8%25EA%25B2%25BD%25EC%25B0%25B0%25EC%2584%259C%25EC%25A0%2590/data=%214m10%211m2%212m1%211z64u066-47JioIOqwleuCqOq1rA%213m6%211s0x357ca5eb2f84905d:0x1743c3ae26e17ba3%218m2%213d37.5080982%214d127.0651151%2115sChPri7Trr7jsmKgg6rCV64Ko6rWsWhYiFOuLtCDrr7jsmKgg6rCV64Ko6rWskgERa29yZWFuX3Jlc3RhdXJhbnSqAU0QASoOIgrri7Qg66-47JioKAkyHxABIhvUbVgp18G_dURDza-RZoYnQMujbA3i970ktiIyGBACIhTri7Qg66-47JioIOqwleuCqOq1rOABAA%2116s%252Fg%252F11pcvs3z8k?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
투다리 수서점,서울특별시 강남구 수서동 714-0번지 로얄프라자106호,"서울특별시 강남구 광평로51길 8 (수서동,로얄프라자106호)",한식,강남구,127.102472,37.48836976,투다리 수서점,서울특별시 강남구 수서동 광평로51길 8,2.9,이자카야,77,37.4884288,127.1024081,https://www.google.com/maps/place/%25ED%2588%25AC%25EB%258B%25A4%25EB%25A6%25AC+%25EC%2588%2598%25EC%2584%259C%25EC%25A0%2590/data=%213m1%214b1%214m6%213m5%211s0x357ca5c1fe9e9ddd:0x448bd53167349869%218m2%213d37.4884288%214d127.1024081%2116s%252Fg%252F1td_f5kx?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
압구정미역,서울특별시 강남구 신사동 609 이소니프라자,"서울특별시 강남구 압구정로30길 17, 이소니프라자 지상1층 102,103,104-2,105,106호 (신사동)",한식,강남구,127.0295434,37.52632533,압구정미역,서울특별시 강남구 신사동 609,3.3,한식당,8,37.5263249,127.0295435,https://www.google.com/maps/place/%25EC%2595%2595%25EA%25B5%25AC%25EC%25A0%2595%25EB%25AF%25B8%25EC%2597%25AD/data=%214m10%211m2%212m1%211z7JWV6rWs7KCV66-47JetIOqwleuCqOq1rA%213m6%211s0x357ca30024ea8f1b:0xbb7fae159fc0d3ee%218m2%213d37.5263249%214d127.0295435%2115sChnslZXqtazsoJXrr7jsl60g6rCV64Ko6rWsWhwiGuyVleq1rOyglSDrr7jsl60g6rCV64Ko6rWskgERa29yZWFuX3Jlc3RhdXJhbnSqAVkQASoUIhDslZXqtazsoJUg66-47JetKAkyHxABIhvAoU-XCtprV9QyV_1VYU_KCIuTt_gORKOKbScyHhACIhrslZXqtazsoJUg66-47JetIOqwleuCqOq1rOABAA%2116s%252Fg%252F11y7qvtz8s?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
돈우정,서울특별시 강남구 역삼동 669-9 지상1층,"서울특별시 강남구 봉은사로30길 73 (역삼동,지상1층)",한식,강남구,127.0371124,37.50292143,돈우정,서울특별시 강남구 봉은사로30길 73 1층,4.5,고기 요리 전문점,12,37.5029067,127.0371126,https://www.google.com/maps/place/%25EB%258F%2588%25EC%259A%25B0%25EC%25A0%2595/data=%213m1%214b1%214m6%213m5%211s0x357ca353370565a9:0xde7fa1896db21054%218m2%213d37.5029067%214d127.0371126%2116s%252Fg%252F11sf6whjzy?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
네네치킨일원점,서울특별시 강남구 일원동 662-0번지 지상1층,"서울특별시 강남구 일원로5길 54 (일원동,지상1층)",통닭(치킨),강남구,127.0846971,37.49210571,네네치킨 일원점,서울특별시 강남구 일원동 662,3.7,통닭(치킨),3,37.4920458,127.0846835,https://www.google.com/maps/place/%25EB%2584%25A4%25EB%2584%25A4%25EC%25B9%2598%25ED%2582%25A8+%25EC%259D%25BC%25EC%259B%2590%25EC%25A0%2590/data=%213m1%214b1%214m6%213m5%211s0x357ca5cd13e31bf5:0x797d6c27865db6f1%218m2%213d37.4920458%214d127.0846835%2116s%252Fg%252F1tg84ln8?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
페리카나,서울특별시 강남구 논현동 122-25번지 지상1층 102호,"서울특별시 강남구 강남대로128길 27 (논현동,지상1층 102호)",분식,강남구,127.0242798,37.51041046,페리카나,서울특별시 강남구 강남대로128길 27,3.6,치킨 전문점,7,37.5103813,127.0242831,https://www.google.com/maps/place/%25ED%258E%2598%25EB%25A6%25AC%25EC%25B9%25B4%25EB%2582%2598/data=%214m10%211m2%212m1%211z7Y6Y66as7Lm064KYIOqwleuCqOq1rA%213m6%211s0x357ca3e5d3558955:0x394cbd574beed7e8%218m2%213d37.5103813%214d127.0242831%2115sChbtjpjrpqzsubTrgpgg6rCV64Ko6rWsIgOIAQFaGCIW7Y6Y66as7Lm064KYIOqwleuCqOq1rJIBDGNoaWNrZW5fc2hvcKoBbAoML2cvMXE2MmdfMTg3CgsvbS8wMTFweG10bRABKhAiDO2OmOumrOy5tOuCmCgJMh8QASIbq05p2ITN-hHZ2lyLlI57f96QQ_HrKZ0avBsUMhoQAiIW7Y6Y66as7Lm064KYIOqwleuCqOq1rOABAA%2116s%252Fg%252F1tlvmgw_?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
진미 평양냉면,서울특별시 강남구 논현동 115-10번지,서울특별시 강남구 학동로 305-3 (논현동),한식,강남구,127.0360328,37.51616183,진미평양냉면,서울특별시 강남구 학동로 305-3,4.2,냉면 전문점,3386,37.5161168,127.0360795,https://www.google.com/maps/place/%25EC%25A7%2584%25EB%25AF%25B8%25ED%258F%2589%25EC%2596%2591%25EB%2583%2589%25EB%25A9%25B4/data=%213m1%214b1%214m6%213m5%211s0x357ca3f4eb8c6d01:0xcb47485dcfd82a10%218m2%213d37.5161168%214d127.0360795%2116s%252Fg%252F11bz090x01?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
868식당,서울특별시 강남구 역삼동 825-6,"서울특별시 강남구 테헤란로2길 22, 2층 (역삼동)",한식,강남구,127.0291142,37.49677813,팔육팔식당,서울특별시 강남구 테헤란로2길 22,3.6,고기 요리 전문점,41,37.4967379,127.0291037,https://www.google.com/maps/place/%25ED%258C%2594%25EC%259C%25A1%25ED%258C%2594%25EC%258B%259D%25EB%258B%25B9/data=%213m1%214b1%214m6%213m5%211s0x357ca15a06d0e6f5:0x58ab83e625819872%218m2%213d37.4967379%214d127.0291037%2116s%252Fg%252F11g_q38t7c?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
소담길,서울특별시 강남구 역삼동 643-14번지 지상1층102호,"서울특별시 강남구 테헤란로25길 15-10 (역삼동,지상1층102호)",한식,강남구,127.034489,37.50179505,소담길,역삼동 643-14번지 1층 102호 강남구 서울특별시 KR,4.3,한식,40,37.5017336,127.0344766,https://www.google.com/maps/place/%25EC%2586%258C%25EB%258B%25B4%25EA%25B8%25B8/data=%213m1%214b1%214m6%213m5%211s0x357ca3fdd6820147:0xfa3742a493d70df5%218m2%213d37.5017336%214d127.0344766%2116s%252Fg%252F11ghrgrvl9?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
한티옥,서울특별시 강남구 대치동 1024-4 강원빌딩 지상1층,"서울특별시 강남구 도곡로 418 (대치동,강원빌딩 지상1층)",한식,강남구,127.0562592,37.49700926,한티옥,서울특별시 강남구 도곡로 418,4.1,한식당,612,37.4970089,127.0562594,https://www.google.com/maps/place/%25ED%2595%259C%25ED%258B%25B0%25EC%2598%25A5/data=%213m1%214b1%214m6%213m5%211s0x357ca41957f338cf:0xd775a046bc989f21%218m2%213d37.4970089%214d127.0562594%2116s%252Fg%252F1tf_fc10?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
포몬스역삼점,서울특별시 강남구 역삼동 829-8번지,서울특별시 강남구 역삼로7길 8 (역삼동),한식,강남구,127.0333091,37.49468101,포몬스 역삼점,서울특별시 강남구 역삼로7길 8,3.8,베트남 음식점,109,37.4946249,127.033231,https://www.google.com/maps/place/%25ED%258F%25AC%25EB%25AA%25AC%25EC%258A%25A4+%25EC%2597%25AD%25EC%2582%25BC%25EC%25A0%2590/data=%213m1%214b1%214m6%213m5%211s0x357ca1513f516389:0xe7a0f63b322d8bab%218m2%213d37.4946249%214d127.033231%2116s%252Fg%252F1tglwxpr?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
한국피자헛 삼성중앙점,서울특별시 강남구 삼성동 48-4번지,"서울특별시 강남구 봉은사로73길 19, 지상1층 102호 (삼성동)",경양식,강남구,127.0503191,37.51362985,피자헛 삼성중앙점,서울특별시 강남구 삼성동 봉은사로73길 19,3.2,경양식,5,37.5136055,127.0503273,https://www.google.com/maps/place/%25ED%2594%25BC%25EC%259E%2590%25ED%2597%259B+%25EC%2582%25BC%25EC%2584%25B1%25EC%25A4%2591%25EC%2595%2599%25EC%25A0%2590/data=%213m1%214b1%214m6%213m5%211s0x357ca5c1a860b007:0x9df5c7b1e3f3440f%218m2%213d37.5136055%214d127.0503273%2116s%252Fg%252F11fqpzdvnj?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
어미향,서울특별시 강남구 논현동 231-7 지하1층,"서울특별시 강남구 언주로113길 8 (논현동,지하1층)",한식,강남구,127.0366522,37.50957821,어미향,서울특별시 강남구 논현동 231-7,3.7,한식,68,37.5095238,127.036726,https://www.google.com/maps/place/%25EC%2596%25B4%25EB%25AF%25B8%25ED%2596%25A5/data=%213m1%214b1%214m6%213m5%211s0x357ca3f7126853eb:0xe4cd7d46276d9ad5%218m2%213d37.5095238%214d127.036726%2116s%252Fg%252F1v_n9gh8?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
쌍룡갈비,서울특별시 강남구 대치동 897-24번지 지상1층,"서울특별시 강남구 선릉로86길 16-5 (대치동,지상1층)",한식,강남구,127.0513805,37.50306121,쌍룡갈비,서울특별시 강남구 선릉로86길 16-5,4.2,한식 고기구이 레스토랑,140,37.5030364,127.0513558,https://www.google.com/maps/place/%25EC%258C%258D%25EB%25A3%25A1%25EA%25B0%2588%25EB%25B9%2584/data=%213m1%214b1%214m6%213m5%211s0x357ca53c0aff6fcb:0xf15da9a63a5a05ab%218m2%213d37.5030364%214d127.0513558%2116s%252Fg%252F11h4g2ywnj?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
스스키노 신사점,서울특별시 강남구 논현동 4-22,서울특별시 강남구 논현로149길 64 (논현동),한식,강남구,127.0233495,37.51697226,스스키노 신사점,서울특별시 강남구 논현로149길 64,4.3,일본식 카레 전문식당,31,37.516963,127.023593,https://www.google.com/maps/place/%25EC%258A%25A4%25EC%258A%25A4%25ED%2582%25A4%25EB%2585%25B8+%25EC%258B%25A0%25EC%2582%25AC%25EC%25A0%2590/data=%214m10%211m2%212m1%211z7Iqk7Iqk7YKk64W4IOyLoOyCrOygkCDqsJXrgqjqtaw%213m6%211s0x357ca34db866f02d:0x69333d4b290042c2%218m2%213d37.516963%214d127.023593%2115sCiDsiqTsiqTtgqTrhbgg7Iug7IKs7KCQIOqwleuCqOq1rFokIiLsiqTsiqQg7YKk64W4IOyLoOyCrCDsoJAg6rCV64Ko6rWskgEZamFwYW5lc2VfY3VycnlfcmVzdGF1cmFudKoBSxABMh8QASIbuL-Uqsfvx-nwC2i2XFI-VSlcJbaEaZjNS8tUMiYQAiIi7Iqk7IqkIO2CpOuFuCDsi6Dsgqwg7KCQIOqwleuCqOq1rOABAA%2116s%252Fg%252F11s49f8jq2?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
다미,서울특별시 강남구 역삼동 827-0번지 .1.2,"서울특별시 강남구 테헤란로4길 25 (역삼동,.1.2)",한식,강남구,127.0303388,37.4968193,다미,서울특별시 강남구 테헤란로4길 25,3.9,해산물 요리 전문식당,17,37.4968556,127.0304526,https://www.google.com/maps/place/%25EB%258B%25A4%25EB%25AF%25B8/data=%214m10%211m2%212m1%211z64uk66-4IOqwleuCqOq1rA%213m6%211s0x357ca3fd936ebb75:0x6b56a9bbfed9e44f%218m2%213d37.4968556%214d127.0304526%2115sChDri6Trr7gg6rCV64Ko6rWsWhIiEOuLpOuvuCDqsJXrgqjqtaySARJzZWFmb29kX3Jlc3RhdXJhbnSqAUUQASoKIgbri6Trr7goCTIfEAEiG2JIlbSA6QJuV8djnIwUdofKf91S1Vr3-d6kbjIUEAIiEOuLpOuvuCDqsJXrgqjqtazgAQA%2116s%252Fg%252F1tfkz44v?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
커피볶는곰,서울특별시 강남구 대치동 923-0번지 지상1층,"서울특별시 강남구 선릉로68길 12 (대치동,지상1층)",한식,강남구,127.0528073,37.49903404,커피볶는곰,서울특별시 강남구 선릉로68길 12,4.4,커피숍/커피 전문점,98,37.4989888,127.0527697,https://www.google.com/maps/place/%25EC%25BB%25A4%25ED%2594%25BC%25EB%25B3%25B6%25EB%258A%2594%25EA%25B3%25B0/data=%213m1%214b1%214m6%213m5%211s0x357ca41b12785545:0xc19cd11ca8cc68d3%218m2%213d37.4989888%214d127.0527697%2116s%252Fg%252F119w9g6gc?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
사일삼프로젝트(413 project),서울특별시 강남구 역삼동 640-9번지 지상1층,"서울특별시 강남구 논현로97길 19-11 (역삼동,지상1층)",분식,강남구,127.034473,37.5023401,카페413 프로젝트,서울특별시 강남구 논현로97길 19-11,4.4,브런치 식당,559,37.5023592,127.0344887,https://www.google.com/maps/place/%25EC%25B9%25B4%25ED%258E%2598413+%25ED%2594%2584%25EB%25A1%259C%25EC%25A0%259D%25ED%258A%25B8/data=%213m1%214b1%214m6%213m5%211s0x357ca3fc2962afef:0x53e1857cbb9aa5c9%218m2%213d37.5023592%214d127.0344887%2116s%252Fg%252F11css74_vf?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
(주)이닝,서울특별시 강남구 청담동 22-12,"서울특별시 강남구 도산대로58길 14, 지상1층 (청담동)",중국식,강남구,127.0412848,37.52240875,이닝,서울특별시 강남구 청담동 22-12,4,중국 음식점,211,37.5223699,127.0412813,https://www.google.com/maps/place/%25EC%259D%25B4%25EB%258B%259D/data=%213m1%214b1%214m6%213m5%211s0x357ca47635d0f73f:0xa2ae02d72a34f993%218m2%213d37.5223699%214d127.0412813%2116s%252Fg%252F1tgxrgq4?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
짜짜루,서울특별시 강남구 역삼동 837-11번지 지하1층35호,"서울특별시 강남구 강남대로 310 (역삼동,지하1층35호)",중국식,강남구,127.0316125,37.49102857,짜짜루,서울특별시,4.5,중국식,13,37.4909442,127.031473,https://www.google.com/maps/place/%25EC%25A7%259C%25EC%25A7%259C%25EB%25A3%25A8/data=%213m1%214b1%214m6%213m5%211s0x357ca14fd1efeccf:0x8e65f505c21188dc%218m2%213d37.4909442%214d127.031473%2116s%252Fg%252F1tcx4yyd?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
현대낙지집,서울특별시 강남구 신사동 550-3,서울특별시 강남구 압구정로14길 11 (신사동),한식,강남구,127.0233672,37.52360965,현대낙지집,서울특별시 강남구 압구정로14길 11,3.7,한식,194,37.5235656,127.0233597,https://www.google.com/maps/place/%25ED%2598%2584%25EB%258C%2580%25EB%2582%2599%25EC%25A7%2580%25EC%25A7%2591/data=%213m1%214b1%214m6%213m5%211s0x357ca3949afc18f9:0xc05e0d8e9939fd75%218m2%213d37.5235656%214d127.0233597%2116s%252Fg%252F1td1gydt?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
더 부즈 청담,서울특별시 강남구 청담동 121-30,"서울특별시 강남구 도산대로85길 13, 지하1층 (청담동)",기타,강남구,127.0489534,37.52549497,더 부즈 청담,서울특별시 강남구 도산대로85길 13,4.6,술집,7,37.5254946,127.0489536,https://www.google.com/maps/place/%25EB%258D%2594+%25EB%25B6%2580%25EC%25A6%2588+%25EC%25B2%25AD%25EB%258B%25B4/data=%213m1%214b1%214m6%213m5%211s0x357ca47b1304bcf1:0xd944b8f5ec5b03c2%218m2%213d37.5254946%214d127.0489536%2116s%252Fg%252F11f64dp_sn?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
떡쌈시대,서울특별시 강남구 신사동 576-8번지 지상1층,"서울특별시 강남구 논현로167길 12 (신사동,지상1층)",한식,강남구,127.0273454,37.52478476,떡쌈시대,서울특별시 강남구 논현로167길 12,3.9,삼겹살 전문점,68,37.524763,127.0272159,https://www.google.com/maps/place/%25EB%2596%25A1%25EC%258C%2588%25EC%258B%259C%25EB%258C%2580/data=%213m1%214b1%214m6%213m5%211s0x357ca392306b30d7:0x7b20bf5dcc258224%218m2%213d37.524763%214d127.0272159%2116s%252Fg%252F1tpc5xp1?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
본죽청담프리마점,서울특별시 강남구 청담동 125-22번지 1층,"서울특별시 강남구 도산대로 521 (청담동,1층)",한식,강남구,127.0503728,37.52486636,본죽 본죽청담프리마점,서울특별시,4.1,한식당,21,37.524819,127.0503248,https://www.google.com/maps/place/%25EB%25B3%25B8%25EC%25A3%25BD+%25EB%25B3%25B8%25EC%25A3%25BD%25EC%25B2%25AD%25EB%258B%25B4%25ED%2594%2584%25EB%25A6%25AC%25EB%25A7%2588%25EC%25A0%2590/data=%213m1%214b1%214m6%213m5%211s0x357ca47b36b77ed1:0x7695ed53630a83d4%218m2%213d37.524819%214d127.0503248%2116s%252Fg%252F1tr79rn8?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
한끼든든,서울특별시 강남구 삼성동 159-7 현대백화점 지하1층,"서울특별시 강남구 테헤란로 517 (삼성동,현대백화점 지하1층)",한식,강남구,127.0597185,37.5085953,한끼든든,서울특별시 강남구 삼성동 159 7번지 현대백화점무역센터점 지하 1층,2.7,한식,3,37.5086154,127.0597808,https://www.google.com/maps/place/%25ED%2595%259C%25EB%2581%25BC%25EB%2593%25A0%25EB%2593%25A0/data=%213m1%214b1%214m6%213m5%211s0x357ca4153145f56d:0xd4fa3a21d22a556c%218m2%213d37.5086154%214d127.0597808%2116s%252Fg%252F11tmy34pn5?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
아소보이,서울특별시 강남구 삼성동 145-2번지,서울특별시 강남구 봉은사로 504 (삼성동),경양식,강남구,127.0541263,37.51291247,ASOBOY,서울특별시 강남구 봉은사로 504 지하 1층,4.5,호프/생맥주집,107,37.5129121,127.0541264,https://www.google.com/maps/place/ASOBOY/data=%213m1%214b1%214m6%213m5%211s0x357ca46cfa6565d3:0x9175952913f955b4%218m2%213d37.5129121%214d127.0541264%2116s%252Fg%252F11g6nkh96f?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
임명 진오돌뼈본점,서울특별시 강남구 논현동 56-6 지상1층,"서울특별시 강남구 강남대로132길 60 (논현동,지상1층)",한식,강남구,127.025924,37.51323378,진오돌뼈 본점,서울특별시 강남구 강남대로132길 60,4.5,한식,38,37.5131706,127.0259113,https://www.google.com/maps/place/%25EC%25A7%2584%25EC%2598%25A4%25EB%258F%258C%25EB%25BC%2588+%25EB%25B3%25B8%25EC%25A0%2590/data=%214m10%211m2%212m1%211z7J6E66qFIOynhOyYpOuPjOu8iOuzuOygkCDqsJXrgqjqtaw%213m6%211s0x357ca3b6ff0e642f:0x5c075469eb3302ad%218m2%213d37.5131706%214d127.0259113%2115sCiPsnoTrqoUg7KeE7Jik64-M67yI67O47KCQIOqwleuCqOq1rFonIiXsnoTrqoUg7KeEIOyYpOuPjOu8iCDrs7jsoJAg6rCV64Ko6rWskgEKcmVzdGF1cmFudKoBbxABKh8iG-yehOuqhSDsp4Qg7Jik64-M67yIIOuzuOygkCgJMh8QASIbEDG2Bwq4xajwpt5dFcddxpZimeHcCKFnPhZ2MikQAiIl7J6E66qFIOynhCDsmKTrj4zrvIgg67O47KCQIOqwleuCqOq1rOABAA%2116s%252Fg%252F11j3tyzh7v?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
코리아하우스,"서울특별시 강남구 청담동 125-6번지 지상1층,2층 ","서울특별시 강남구 압구정로79길 56 (청담동,지상1층,2층)",한식,강남구,127.0517839,37.52539431,코리아하우스,서울특별시 강남구 청담동 압구정로79길 56,4.2,한식,126,37.5252911,127.0517699,https://www.google.com/maps/place/%25EC%25BD%2594%25EB%25A6%25AC%25EC%2595%2584%25ED%2595%2598%25EC%259A%25B0%25EC%258A%25A4/data=%213m1%214b1%214m6%213m5%211s0x357ca464a47feecd:0xbb8c385883b6b67e%218m2%213d37.5252911%214d127.0517699%2116s%252Fg%252F1v298z95?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
