사업장명,지번주소,도로명주소,업태구분명,구,경도,위도,구글가게명,구글주소,별점,카테고리,리뷰수,구글위도,구글경도
제일호,서울특별시 중구 저동2가 47-9번지 2층 ,서울특별시 중구 수표로 28 (저동2가),중국식,중구,126.9904115,37.56371259,제일호,서울특별시 중구 저동2가 47-9,3.6,중국 음식점,34,37.56366,126.9903439
북창동 냉삼집,서울특별시 중구 태평로2가 68-1 1층 ,"서울특별시 중구 세종대로 82, 1층 (태평로2가)",한식,중구,126.977086,37.56339607,북창동냉삼집,서울특별시 중구 태평로2가 번지 1층 68-1,4.3,음식점,4,37.5633583,126.977065
더 치킨 앤 펍,서울특별시 중구 신당동 348-41번지 ,서울특별시 중구 동호로10길 18 (신당동),한식,중구,127.0120864,37.55463588,더치킨앤펍,서울특별시 중구 동호로10길 18,4.9,술집,7,37.5546355,127.0120866
대가곱창,서울특별시 중구 신당동 366-4 ,서울특별시 중구 다산로8길 16 (신당동),분식,중구,127.0102881,37.55273891,대가곱창,서울특별시,4.1,음식점,15,37.552676,127.0102446
섬진강,서울특별시 중구 을지로5가 151-0번지 ,서울특별시 중구 동호로34길 7 (을지로5가),한식,중구,127.0029781,37.56547157,섬진강재첩다슬기,"-ga,, 151 을지로5가 중구 서울특별시",4.4,한식당,95,37.56542,127.002991
전광수 커피하우스 정동점,서울특별시 중구 정동 11-2번지 ,서울특별시 중구 정동길 39 (정동),한식,중구,126.9725101,37.56594757,전광수커피하우스 정동점,서울특별시 중구 정동 11-2,4.3,카페,438,37.5659237,126.9724145
고갈비집 술도가,서울특별시 중구 광희동1가 179-2번지 ,서울특별시 중구 을지로44길 26 (광희동1가),한식,중구,127.0063127,37.56496464,햇살숯불고갈비쭈꾸미 광희점,서울특별시 중구 을지로44길 26,4.3,한식당,62,37.5649468,127.0063055
주먹고기,서울특별시 중구 저동1가 103-2번지 ,서울특별시 중구 명동13길 6-1 (저동1가),한식,중구,126.9865536,37.56456608,명동숯불주먹고기,서울특별시 중구 저동1가 103-8,4.7,음식점,6,37.5645352,126.9864965
신성식당,서울특별시 중구 북창동 81-0번지 ,서울특별시 중구 세종대로14길 22-3 (북창동),한식,중구,126.9780759,37.5626177,신성식당,서울특별시 중구 세종대로14길 22-3,4.0,음식점,380,37.5626261,126.9779923
多모아 풍년집,서울특별시 중구 신당동 377-134번지 1층 ,"서울특별시 중구 다산로19길 10 (신당동,1층)",한식,중구,127.0113486,37.55739885,다모아풍년집,서울특별시 중구 신당2동 다산로19길 10,4.8,한식당,5,37.5573637,127.0113301
명동집,서울특별시 중구 남대문로5가 20-1 ,"서울특별시 중구 세종대로 28, 3층 (남대문로5가)",한식,중구,126.9747613,37.55887672,명동집,서울특별시 중구 청송빌딩 3층,4.1,한식당,250,37.5588857,126.9746392
우촌명가 숯불구이,서울특별시 중구 저동2가 10-0 ,서울특별시 중구 을지로12길 24 (저동2가),한식,중구,126.9908086,37.56526558,우촌돌솥설렁탕,서울특별시 중구 을지로12길 24,3.8,한식 고기구이 레스토랑,298,37.5652289,126.9907902
무교소호정,서울특별시 중구 태평로1가 31-19번지 ,서울특별시 중구 무교로 17-25 (태평로1가),한식,중구,126.9785512,37.5674286,소호정 무교점,서울특별시 중구 태평로1가 31-19,4.0,음식점,204,37.567397,126.9785504
이조갈비,서울특별시 중구 무학동 58-0번지 ,서울 중구 다산로35길 16,한식,중구,127.0147876,37.56389254,이조갈비,서울특별시,4.2,음식점,13,37.563824,127.0147615
조세핀,서울특별시 중구 필동2가 51-3 ,서울특별시 중구 퇴계로42길 3-3 (필동2가),경양식,중구,126.9969914,37.56157268,조세핀,서울특별시 중구 필동2가 51-3,3.8,술집,34,37.5615307,126.9969862
장수보리밥,서울특별시 중구 황학동 381-0번지 ,서울특별시 중구 퇴계로85길 12 (황학동),한식,중구,127.0197951,37.5662783,장수보리밥,서울특별시 중구 황학동 퇴계로85길 12-4 장수보리밥,4.4,음식점,59,37.5662393,127.0197955
손가명가,서울특별시 중구 다동 45-6 ,"서울특별시 중구 다동길 13, 1층 (다동)",한식,중구,126.9802042,37.56812418,손가명가,서울특별시 중구 다동길 13,4.0,음식점,223,37.5680624,126.9801637
고향산천,서울특별시 중구 황학동 843-0번지 ,서울특별시 중구 마장로18길 42 (황학동),한식,중구,127.0229349,37.56608079,고향산천,서울특별시 중구 황학동 843,4.5,음식점,12,37.5660079,127.0228818
장충족발집,서울특별시 중구 장충동1가 62-23번지 ,서울특별시 중구 장충단로 170-5 (장충동1가),한식,중구,127.0060738,37.56003791,장충족발집,서울특별시 중구 장충단로 170-5,3.7,족발가게,75,37.5599981,127.0060468
한솥도시락 동국대후문점,서울특별시 중구 묵정동 10번지 ,서울특별시 중구 서애로1길 26 (묵정동),경양식,중구,126.9995755,37.56074031,한솥도시락 동국대후문점,서울특별시 중구 묵정동 10,3.6,도시락 공급업체,29,37.5607387,126.9995322
러브앤러브,서울특별시 중구 다동 144-0번지 ,서울특별시 중구 남대문로9길 20 (다동),분식,중구,126.9814104,37.56686112,러브앤러브,서울특별시 중구 다동 144,4.0,호프/생맥주집,1,37.5668407,126.9813035
필동칼국수,서울특별시 중구 필동2가 4-3번지 ,서울특별시 중구 퇴계로36길 9 (필동2가),분식,중구,126.9939065,37.56081191,필동칼국수,서울특별시 중구 퇴계로36길 9 1층,4.3,음식점,74,37.5607595,126.9938715
삼원,서울특별시 중구 무교동 1번지 지하1층 ,"서울특별시 중구 무교로 32 (무교동, 지하1층)",일식,중구,126.9795813,37.56873581,일식삼원,서울특별시 중구 무교동 1,4.0,일본 음식점,73,37.5687906,126.9796998
남강,서울특별시 중구 저동2가 88-10번지 ,서울특별시 중구 마른내로 10 (저동2가),중국식,중구,126.9888866,37.56452399,남강,서울특별시 중구 저동2가 마른내로 10,4.1,중국 음식점,48,37.5644991,126.9888924
아구랑꽃게랑,서울특별시 중구 장충동2가 24-35번지 1층 ,"서울특별시 중구 동호로24길 35-5 (장충동2가, 1층)",한식,중구,127.0050243,37.56077799,아구랑꽃게랑,서울특별시 중구 동호로24길 35-7,4.1,해산물 요리 전문식당,286,37.5608085,127.0050833
희죽희죽,서울특별시 중구 충무로2가 61-2 4층 ,"서울특별시 중구 명동8가길 52, 4층 (충무로2가)",한식,중구,126.9879598,37.56174849,희죽희죽,서울특별시 중구 충무로2가 61-2 4층,4.5,죽 전문점,130,37.5617481,126.9879599
부뚜막,"서울특별시 중구 명동1가 34-2번지 1층, 2층 ","서울특별시 중구 명동7길 14-7, 1층, 2층 (명동1가)",한식,중구,126.9846789,37.56440252,부뚜막,서울특별시 중구 명동7길 14-7,4.1,한식당,81,37.5644127,126.9846387
우와돈,서울특별시 중구 신당동 142-5번지 1층 ,"서울특별시 중구 퇴계로88길 20, 1층 (신당동)",한식,중구,127.0208863,37.56485215,우와돈,신당동 142-5번지 대신빌딩 1층 중구 서울특별시 KR,3.5,음식점,2,37.5647427,127.0208913
강남교자 센터원점,서울특별시 중구 수하동 67번지 미래에셋센터원 지하1층 ,"서울특별시 중구 을지로5길 26, 지하1층 (수하동, 미래에셋센터원)",한식,중구,126.9851782,37.56742114,강남교자 센터원점,서울특별시 중구 수하동 을지로5길 26,4.2,한식당,10,37.5673583,126.9851356
남도한식,서울특별시 중구 북창동 79 ,"서울특별시 중구 세종대로14길 22-5, 1,2층 (북창동)",한식,중구,126.9780691,37.56255675,남도한식정든님,서울특별시 중구 북창동 79,3.8,한식당,116,37.5625135,126.9780512
처가집,서울특별시 중구 태평로2가 69-10번지 ,서울특별시 중구 세종대로14길 6-16 (태평로2가),한식,중구,126.9768096,37.56232446,처가집,서울특별시 중구 세종대로14길 6-16,3.2,한식당,279,37.5623374,126.976807
낙동강,서울특별시 중구 다동 174-0번지 ,서울특별시 중구 을지로1길 34 (다동),한식,중구,126.9798549,37.56763595,낙동강,서울특별시 중구 을지로1길 32-3,4.0,한식당,106,37.5675909,126.9798689
청송옥,서울특별시 중구 서소문동 52-1 ,"서울특별시 중구 서소문로11길 14, 1층 (서소문동)",한식,중구,126.9730709,37.56347834,청송옥,서울특별시 중구 서소문로11길 14,4.0,한식당,545,37.5633962,126.9730257
손만두국 만두칼국수,서울특별시 중구 충무로3가 56-19번지 1층 ,"서울특별시 중구 수표로6길 30 (충무로3가, 1층)",한식,중구,126.9919814,37.56276252,손만두국만두칼국수,충무로3가 56-19번지 1층 중구 서울특별시 KR,4.5,음식점,2,37.5627241,126.9919536
서동관,서울특별시 중구 충무로3가 58-9 ,서울특별시 중구 수표로6길 2 (충무로3가),중국식,중구,126.9905209,37.56268772,서동관,서울특별시 중구 충무로3가 58-9,3.8,음식점,139,37.5626188,126.9904962
베스킨라빈스 신당점,서울특별시 중구 무학동 29-0 ,서울특별시 중구 퇴계로76길 33 (무학동),기타,중구,127.0153376,37.56369953,배스킨라빈스 신당,서울특별시 중구 퇴계로76길 33,4.1,아이스크림 가게,109,37.5636192,127.0152993
양복점 신당점,서울특별시 중구 신당동 142-2 ,서울특별시 중구 다산로44길 68 (신당동),한식,중구,127.0208144,37.56502248,양복점 신당점,서울특별시 중구 다산로44길 68 1층,3.8,양고기 바베큐 전문점,11,37.5650221,127.0208146
싸다김밥2호점,서울특별시 중구 을지로6가 18-96 ,서울특별시 중구 장충단로13길 11 (을지로6가),분식,중구,127.0080417,37.56778218,싸다김밥 동대문2호점,서울특별시 중구 장충단로 11 13 Gil,3.5,김밥전문점,226,37.5678634,127.0078322
넝쿨식당,서울특별시 중구 남창동 34-147 ,서울특별시 중구 남대문시장길 18-10 (남창동),중국식,중구,126.9769612,37.55969125,넝쿨식당,남창동 34-147번지 중구 서울특별시 KR,4.1,음식점,12,37.5596513,126.9769471
토속골,서울특별시 중구 저동2가 46-20번지 ,서울특별시 중구 수표로10길 5-16 (저동2가),한식,중구,126.9907542,37.56390857,토속골,저동2가 46-20번지 중구 서울특별시 KR,4.1,보신탕집,12,37.5638847,126.9907307
새봄서대문점,서울특별시 중구 충정로1가 62-15번지 1층 ,"서울특별시 중구 새문안로 24 (충정로1가, 1층)",기타,중구,126.9685894,37.56739333,새봄떡국,서울특별시 중구 충정로1가 62-15,3.9,한식당,177,37.5673589,126.9685727
곱창박사,서울특별시 중구 신당동 251-77 (지상1층) ,"서울특별시 중구 퇴계로73가길 34 (신당동,(지상1층))",경양식,중구,127.0134942,37.56689739,곱창박사,서울특별시,4.4,음식점,5,37.5668762,127.0134581
고바우,서울특별시 중구 무교동 1-0번지 효령빌딩 지하1층 ,"서울특별시 중구 무교로 32 (무교동,효령빌딩 지하1층)",한식,중구,126.9795813,37.56873581,고바우,서울특별시 중구 무교로 32,4.3,고기 요리 전문점,62,37.5687674,126.9796485
봉래축산 장충점,서울특별시 중구 장충동1가 56-17 ,서울특별시 중구 장충단로 175 (장충동1가),한식,중구,127.0055975,37.56068291,봉래축산 장충점,서울특별시 중구 장충단로 175 2층,5.0,숯불구이/바베큐전문점,8,37.5606825,127.0055977
화영불고기,서울특별시 중구 신당동 141-10 ,서울특별시 중구 퇴계로86길 15-7 (신당동),한식,중구,127.0199643,37.56483857,화영불고기,신당동 141-10번지 지상1층 중구 서울특별시 KR,3.6,음식점,5,37.5647997,127.0199476
역전할머니맥주 신당역점,서울특별시 중구 무학동 12-1 (지상1층) ,"서울특별시 중구 다산로39길 1 (무학동,(지상1층))",기타,중구,127.0156047,37.56403585,역전할머니맥주 서울신당점,서울특별시 중구 무학동 12-1,3.8,술집,12,37.563957,127.0155449
남경,서울특별시 중구 북창동 11-2번지 ,서울특별시 중구 세종대로18길 24-8 (북창동),중국식,중구,126.9784411,37.56346756,남경,서울특별시 중구 북창동 11-2,4.0,음식점,53,37.5633963,126.9784418
온돌목 유황오리,서울특별시 중구 신당동 381-5번지 ,서울특별시 중구 동호로12길 17 (신당동),한식,중구,127.0108149,37.55609441,온돌목유황오리,신당동 381-5번지 중구 서울특별시 KR,5.0,한식당,1,37.5560599,127.0107938
아지트,서울특별시 중구 장충동2가 4-3번지 1층동 ,"서울특별시 중구 퇴계로56길 47, 1층동 (장충동2가)",한식,중구,127.0058386,37.56174654,아지트 치킨&호프,서울특별시 중구 장충동2가 4-3,4.4,술집,5,37.5617107,127.0057988
신당동천팥죽,서울특별시 중구 신당동 120-26 ,서울특별시 중구 다산로44길 33 (신당동),한식,중구,127.0187426,37.56515965,신당동천팥죽,서울특별시 중구 신당동 120-26,4.3,음식점,192,37.5651592,127.0187427
오븐에빠진닭,서울특별시 중구 을지로3가 296-5번지 ,서울특별시 중구 충무로5길 6 (을지로3가),호프/통닭,중구,126.9923917,37.56521338,오븐에빠진닭,서울특별시 중구 충무로5길 6,3.9,음식점,16,37.5651818,126.9923705
장어세상,서울특별시 중구 신당동 368-8 (1층) ,"서울특별시 중구 다산로 109 (신당동,(1층))",한식,중구,127.009745,37.55379606,장어세상,서울특별시,4.1,음식점,151,37.5537719,127.0096934
충무로 쭈꾸미불고기,"서울특별시 중구 필동1가 3-20번지 (1층, 2층), 3-21(1층) ","서울특별시 중구 퇴계로31길 11 (필동1가,(1층, 2층), 3-21(1층))",한식,중구,126.9922011,37.56175809,충무로쭈꾸미불고기 충무로본점,서울특별시 중구 퇴계로31길 11,3.8,음식점,827,37.5617223,126.9921889
담소사골순대(북창점),서울특별시 중구 태평로2가 54번지 1층 ,"서울특별시 중구 세종대로18길 6-1, 1층 (태평로2가)",일식,중구,126.9774363,37.5637272,담소사골순대 북창점,서울특별시 중구 세종대로18길 6-1,3.9,순대 전문점,218,37.5637457,126.9774301
더 킹스 (THE KING.S),서울특별시 중구 장충동2가 186-54 ,"서울특별시 중구 동호로 287, 1층 (장충동2가)",경양식,중구,127.0023951,37.56017962,더 킹스,서울특별시 중구 장충동 동호로 287,4.4,뷔페 식당,414,37.5599797,127.002456
영진관,서울특별시 중구 오장동 11-3번지 ,서울특별시 중구 을지로30길 56 (오장동),한식,중구,126.9989219,37.56472292,영진반점,서울특별시 중구 오장동 11-3 2 층,4.0,음식점,6,37.5646979,126.9989361
원조한치,서울특별시 중구 명동1가 44-3번지 ,서울특별시 중구 명동7길 14-5 (명동1가),한식,중구,126.9846016,37.56452716,원조한치,서울특별시 중구 명동7길 14-5,4.1,한식당,266,37.5644855,126.9845848
멕시카나치킨 약수역점,서울특별시 중구 신당동 374-17 1층 ,"서울특별시 중구 동호로 194, 1층 (신당동)",한식,중구,127.0104994,37.55541383,멕시카나치킨 약수역점,서울특별시 중구 동호로 194,4.3,포장 전문 프라이드 치킨집,4,37.5553671,127.0104838
김밥천국 을지로점,서울특별시 중구 남대문로1가 20-0 (지상1층) ,"서울특별시 중구 남대문로 116 (남대문로1가,(지상1층))",분식,중구,126.9830261,37.56746661,김밥천국 을지로입구역점,서울특별시 중구 남대문로1가 20,4.3,음식점,28,37.5674247,126.9830123
