사업장명,지번주소,도로명주소,업태구분명,구,경도,위도
육회왕자연어공주 마포도화점,서울특별시 마포구 도화동 200-13 1층일부 ,"서울특별시 마포구 도화4길 33, 1층일부 (도화동)",분식,마포구,126.9516062,37.5405257
베브릿지상암IT점,서울특별시 마포구 상암동 1590번지 상암 IT Tower ,"서울특별시 마포구 월드컵북로 434, 상암 IT Tower 115호 (상암동)",기타,마포구,126.8859631,37.58168457
국향,서울특별시 마포구 노고산동 54-41 ,서울특별시 마포구 신촌로14길 19 (노고산동),중국식,마포구,126.9336255,37.55509561
상하이따식이갈비,서울특별시 마포구 망원동 485-5 1층 ,"서울특별시 마포구 월드컵로23길 12 (망원동,1층)",한식,마포구,126.9079345,37.55729561
옛날 손 칼국수,서울특별시 마포구 신수동 93-31번지 ,서울특별시 마포구 신수로 102 (신수동),한식,마포구,126.9362288,37.55015426
김억삼포장마차,"서울특별시 마포구 서교동 363-6 1,2층 ","서울특별시 마포구 잔다리로 8 (서교동, 1,2층)",기타,마포구,126.9222737,37.55090102
한라맥주 합정점,서울특별시 마포구 서교동 396-44 ,"서울특별시 마포구 독막로3길 38, 지층2호 (서교동)",한식,마포구,126.9175549,37.54981269
파사주 Passage,서울특별시 마포구 대흥동 436-1 상수라이크 ,"서울특별시 마포구 백범로20길 24-5, 상수라이크 1층 (대흥동)",경양식,마포구,126.9438145,37.5459212
서울브루어리,서울특별시 마포구 합정동 368-10 ,"서울특별시 마포구 토정로3안길 10, 1층 (합정동)",기타,마포구,126.9146297,37.54590316
안스키친,서울특별시 마포구 연남동 387-7 ,"서울특별시 마포구 성미산로 190-8, 2층 (연남동)",일식,마포구,126.9258968,37.56273391
토요코인,서울특별시 마포구 연남동 229-55번지 ,"서울특별시 마포구 동교로 257-1, 1층 (연남동)",한식,마포구,126.9247389,37.56289812
신곡상회 상암동점,"서울특별시 마포구 상암동 1596 상암DMC푸르지오시티, S-City ","서울특별시 마포구 월드컵북로54길 25, 상암DMC푸르지오시티 오피스텔동 1층 109호 (상암동)",한식,마포구,126.8892156,37.58196568
홍대 닭갈비,서울특별시 마포구 서교동 364-22 1층 ,"서울특별시 마포구 와우산로21길 31-10 (서교동,1층)",한식,마포구,126.921836,37.55209384
카테고리 나인 category 9,서울특별시 마포구 망원동 404-7번지 ,"서울특별시 마포구 망원로6길 49, 일부,지1층 (망원동)",기타,마포구,126.903946,37.55477395
차르,서울특별시 마포구 서교동 354-5 RYSE ,"서울특별시 마포구 양화로 130, RYSE 4층 (서교동)",경양식,마포구,126.9212509,37.55443223
중경식객,서울특별시 마포구 동교동 164-20 2층 ,"서울특별시 마포구 홍익로6길 46, 2층 (동교동)",중국식,마포구,126.9240875,37.55609157
와인바별채,서울특별시 마포구 연남동 387-12 하늘드리움 ,"서울특별시 마포구 동교로 262-3, 하늘드리움 1층 (연남동)",경양식,마포구,126.9254982,37.56299092
BBQ 홍대입구점,서울특별시 마포구 동교동 163-3 1.2층,"서울특별시 마포구 어울마당로 115 (동교동,1.2층)",분식,마포구,126.9230179,37.55511292
우곳간,"서울특별시 마포구 상암동 11-44 1,2층 ","서울특별시 마포구 월드컵북로44길 76-9, 1,2층 (상암동)",한식,마포구,126.8937645,37.57790897
스타벅스홍대입구역사거리R,서울특별시 마포구 서교동 353-5 경남관광빌딩 1층 ,"서울특별시 마포구 양화로 125, 경남관광빌딩 1층 (서교동)",기타,마포구,126.920291,37.55472702
더블유(W),서울특별시 마포구 성산동 590-5 상암 월드시티 ,"서울특별시 마포구 월드컵로34길 13, 상암 월드시티 2층 206호 (성산동)",기타,마포구,126.9035227,37.56543398
모범반점,서울특별시 마포구 상암동 1595-1 드림타워 ,"서울특별시 마포구 월드컵북로56길 19, 드림타워 1층 101호 (상암동)",중국식,마포구,126.888428,37.58236044
능라도,서울특별시 마포구 마포동 33-1번지 대농빌딩 ,"서울특별시 마포구 마포대로 25, 신한디엠빌딩 1층 101호 (마포동)",한식,마포구,126.9447971,37.53942387
마포구이마당,서울특별시 마포구 용강동 122-3번지 F1동 ,"서울특별시 마포구 토정로 284-1, F1동 (용강동)",한식,마포구,126.9409182,37.54150714
어반비치,서울특별시 마포구 서교동 403-4번지 DE빌딩 ,"서울특별시 마포구 독막로9길 38, DE빌딩 6층 (서교동)",기타,마포구,126.9206065,37.54986754
페리카나,서울특별시 마포구 공덕동 111-187번지 ,서울특별시 마포구 효창목4길 25 (공덕동),분식,마포구,126.9605409,37.54737257
스트레토,서울특별시 마포구 공덕동 242-44 ,"서울특별시 마포구 마포대로12길 29-1, 1,2층 (공덕동)",기타,마포구,126.9548959,37.54750594
우리둥지 공덕점,서울특별시 마포구 공덕동 105-98번지 ,"서울특별시 마포구 마포대로 190, 1층 (공덕동)",분식,마포구,126.9558064,37.55094514
라비데마히,서울특별시 마포구 서교동 336-29번지 1층 ,"서울특별시 마포구 와우산로29나길 13-6, 1층 (서교동)",기타,마포구,126.9282496,37.55436619
도락,서울특별시 마포구 상암동 1597번지 사보이시티디엠씨 B132-A호,"서울특별시 마포구 월드컵북로54길 17, 사보이시티디엠씨 지하1층 B132-A호 (상암동)",한식,마포구,126.8885569,37.58132875
오프모먼트(Off Moment),서울특별시 마포구 합정동 371-26번지 1층일부(우측) ,"서울특별시 마포구 성지길 35, 1층일부 (합정동)",일식,마포구,126.9133262,37.54707804
트랙26(track26),서울특별시 마포구 망원동 466-1번지 ,"서울특별시 마포구 방울내로9안길 71, 1층 104호 (망원동)",기타,마포구,126.8995858,37.56022019
유타로상암점,"서울특별시 마포구 상암동 1596 상암DMC푸르지오시티, S-City ","서울특별시 마포구 월드컵북로54길 25, 상암DMC푸르지오시티, S-City 지1층 B110호 (상암동)",일식,마포구,126.8892156,37.58196568
화로정담,서울특별시 마포구 용강동 116-1 ,"서울특별시 마포구 토정로 276, 101,102호 (용강동)",한식,마포구,126.9403138,37.54193214
스팟(SPOT),서울특별시 마포구 서교동 364-3 예원빌딩 ,"서울특별시 마포구 와우산로21길 19-12, 예원빌딩 지하2층 (서교동)",기타,마포구,126.922625,37.55193952
마핑파(MAPINGPA),서울특별시 마포구 망원동 401-34번지 ,"서울특별시 마포구 포은로 74, 2층 (망원동)",한식,마포구,126.9058544,37.55384485
럭키인디아,서울특별시 마포구 서교동 391-18 와와빌딩 ,"서울특별시 마포구 양화로7길 6-5, 지1층 (서교동, 와와빌딩)","외국음식전문점(인도,태국등)",마포구,126.9152067,37.55160768
엔케이아이씨2,서울특별시 마포구 도화동 183-8 2F동 ,"서울특별시 마포구 도화길 52, 2F동 (도화동)",호프/통닭,마포구,126.9511654,37.54199886
응급실국물떡볶이상암점,서울특별시 마포구 상암동 1605번지 ,"서울특별시 마포구 월드컵북로 396 (상암동, B1 1109호일부)",분식,마포구,126.8904192,37.57940637
신불떡볶이홍대점,서울특별시 마포구 서교동 342-12 오즈빌딩 1층 ,"서울특별시 마포구 와우산로23길 14, 1층 (서교동, 오즈빌딩)",기타,마포구,126.9245186,37.55372631
고집,서울특별시 마포구 서교동 358-94번지 1층동 ,"서울특별시 마포구 홍익로 3-11, 1층동 (서교동)",한식,마포구,126.9234242,37.55279718
블랙루머,서울특별시 마포구 합정동 410-21 정원빌딩 1층 ,"서울특별시 마포구 양화로6길 102, 정원빌딩 1층 (합정동)",한식,마포구,126.9198298,37.54822524
유니르(Unir),서울특별시 마포구 연남동 228-32 ,"서울특별시 마포구 동교로 256-10, 지층 (연남동)",기타,마포구,126.9251817,37.56244209
사람사는이야기 442,서울특별시 마포구 서교동 397-8 MAK02 ,"서울특별시 마포구 어울마당로5길 52, MAK02 1층 (서교동)",기타,마포구,126.9180094,37.55013811
모로미쿠시,서울특별시 마포구 대흥동 803 동양엔파트상가동 지하 103호 ,"서울특별시 마포구 대흥로 79 (대흥동, 동양엔파트상가동 지하 103호)",기타,마포구,126.9406075,37.5477164
소바식당,서울특별시 마포구 망원동 378-9번지 지하1층일부 ,"서울특별시 마포구 동교로9길 28 (망원동, 지하1층일부)",일식,마포구,126.910151,37.55514972
벌스투(VERSEⅡ),서울특별시 마포구 연남동 566-55 ,"서울특별시 마포구 동교로27길 54 (연남동, 1층일부)",한식,마포구,126.9212314,37.56028251
헤이티키(Hei-Tiki),서울특별시 마포구 서교동 363-20 삼진빌딩 ,"서울특별시 마포구 와우산로19길 21, 삼진빌딩 2층 (서교동)",분식,마포구,126.9218674,37.55118684
황톳길,서울특별시 마포구 공덕동 270-1 ,서울특별시 마포구 마포대로11길 15-7 (공덕동),한식,마포구,126.9531642,37.54855406
미야자키상점,서울특별시 마포구 동교동 118-18번지 ,"서울특별시 마포구 연희로1길 29 (동교동, 지하1층)",일식,마포구,126.9254297,37.56032962
섬소년,서울특별시 마포구 동교동 203-10번지 ,"서울특별시 마포구 월드컵북로6길 12, 지상1층 101호 (동교동)",한식,마포구,126.9196246,37.55781646
연남동카레,서울특별시 마포구 성산동 226-15 성진빌딩 ,"서울특별시 마포구 성미산로 90, 성진빌딩 1층 (성산동)",한식,마포구,126.9176501,37.56098192
아미원,서울특별시 마포구 노고산동 54-91번지 ,"서울특별시 마포구 신촌로12가길 38, 1층 (노고산동)",한식,마포구,126.9344956,37.55519717
풍월,서울특별시 마포구 연남동 454-12 ,"서울특별시 마포구 동교로51길 129-4, 1층 (연남동)",호프/통닭,마포구,126.9199642,37.56634211
커피냅로스터스 연남동,서울특별시 마포구 연남동 453-32번지 ,"서울특별시 마포구 성미산로27길 70, 1층 (연남동)",기타,마포구,126.9202074,37.56644454
사이드노트클럽,서울특별시 마포구 서교동 354-5번지 RYSE ,"서울특별시 마포구 양화로 130, RYSE 15층 (서교동)",기타,마포구,126.9212509,37.55443223
현만이의가족식탁,서울특별시 마포구 망원동 407-11번지 ,"서울특별시 마포구 희우정로 116, 1층일부 (망원동)",한식,마포구,126.9006631,37.55512539
우니쿠스커피,서울특별시 마포구 동교동 113-71번지 ,"서울특별시 마포구 연희로1길 28-5 (동교동, 1층)",기타,마포구,126.9257796,37.56010405
밀로밀MILOMIL,서울특별시 마포구 망원동 396-14번지 ,"서울특별시 마포구 희우정로10길 9 (망원동, 1층일부)",기타,마포구,126.9045087,37.5528914
오또꼬.,서울특별시 마포구 아현동 437-3번지 ,"서울특별시 마포구 마포대로 196 (아현동, 고려아카데미텔지하1층7호)",한식,마포구,126.9561774,37.5513332
상수주택,서울특별시 마포구 상수동 311-1 ,"서울특별시 마포구 독막로15길 19, 2층 (상수동)",기타,마포구,126.921962,37.5486466
양촌리,서울특별시 마포구 용강동 50-2 ,서울특별시 마포구 토정로 304 (용강동),일식,마포구,126.9425683,37.54014971
투썸플레이스마포공덕점,서울특별시 마포구 공덕동 475 공덕푸르지오시티 ,"서울특별시 마포구 마포대로 156, 공덕푸르지오시티 1층 117호 (공덕동)",기타,마포구,126.9542938,37.54780802
후레쉬,서울특별시 마포구 동교동 200-8번지 ,"서울특별시 마포구 동교로 205, 1층 (동교동)",분식,마포구,126.9231184,37.55841636
베리굿 노래타운 홍대점,서울특별시 마포구 서교동 407-27 ,"서울특별시 마포구 잔다리로 5-1, 지상3층 (서교동)",라이브카페,마포구,126.922315,37.55050338
광야,서울특별시 마포구 동교동 198-5번지 신흥빌딩 ,"서울특별시 마포구 월드컵북로4길 82, 신흥빌딩 1층 (동교동)",한식,마포구,126.9231289,37.55934108
스템상암중앙일보점,서울특별시 마포구 상암동 1651 ,"서울특별시 마포구 상암산로 48-6, 디엠씨씨빌딩 1층 일부 (상암동)",기타,마포구,126.8900867,37.57702842
도리,서울특별시 마포구 상암동 19-11번지 1층 ,"서울특별시 마포구 월드컵북로44길 20, 1층 (상암동)",일식,마포구,126.8961436,37.57607228
샴페인 슈퍼노바,서울특별시 마포구 서교동 395-36 ,"서울특별시 마포구 독막로3길 21, 2층 (서교동)",분식,마포구,126.9168235,37.54932844
혼고집,서울특별시 마포구 동교동 149-1 ,"서울특별시 마포구 동교로30길 1, 1층 (동교동)",한식,마포구,126.924536,37.56070338
함초손두부,서울특별시 마포구 성산동 266-6 ,"서울특별시 마포구 월드컵로 154-1, 1층 (성산동)",일식,마포구,126.905469,37.56161281
깃털,서울 마포구 동교동 153-11,"서울특별시 마포구 동교로 212-2 (동교동, 2층)",기타,,126.9239497,37.55910385
쿠시노주방,서울특별시 마포구 동교동 152-18번지 ,"서울특별시 마포구 동교로 218-1, 지하층 (동교동)",일식,마포구,126.9239393,37.55949417
페리카나치킨,서울특별시 마포구 망원동 475-42번지 ,서울특별시 마포구 방울내로 66 (망원동),분식,마포구,126.9029474,37.55987275
명성족발,서울특별시 마포구 망원동 483-16 ,"서울특별시 마포구 월드컵로25길 35, 1층 (망원동)",한식,마포구,126.905712,37.55796815
연남해장국,서울특별시 마포구 동교동 113-19 ,"서울특별시 마포구 연희로1길 46-1, 지1층 일부호 (동교동)",호프/통닭,마포구,126.926109,37.56082336
연남복돼지,서울특별시 마포구 연남동 228-48번지 ,"서울특별시 마포구 동교로 248-1, 1층 (연남동)",한식,마포구,126.9245281,37.56202257
어쩌다와인,서울특별시 마포구 서교동 369-28 ,"서울특별시 마포구 홍익로5안길 61, 1층 (서교동)",기타,마포구,126.9201043,37.55239413
디벙크(deBunk),서울특별시 마포구 합정동 366-1 THE VOID[더 보이드] ,"서울특별시 마포구 성지1길 30, 지하2층 (합정동)",기타,마포구,126.9150841,37.5479168
"헤이,쥬드(Hey, Jude)",서울특별시 마포구 동교동 189-2 ,"서울특별시 마포구 와우산로37길 7, 3층 (동교동)",기타,마포구,126.930451,37.55589128
(주)보나비 쿠차라합정역점,서울특별시 마포구 서교동 490 메세나폴리스 ,"서울특별시 마포구 양화로 45, B152,B153,B153-1호 (서교동, 메세나폴리스)",경양식,마포구,126.9137823,37.55093478
탕화쿵푸 마라탕 연남점,서울특별시 마포구 동교동 150-22 ,"서울특별시 마포구 양화로23길 40, 2층 (동교동)",기타,마포구,126.924743775426,37.5600818865747
그루비,서울특별시 마포구 연남동 493-12번지 ,"서울특별시 마포구 동교로27길 95, 1층 (연남동)",경양식,마포구,126.9196447,37.56160202
비엔나커피하우스,서울특별시 마포구 마포동 33-1번지 ,"서울특별시 마포구 마포대로 25, 신한디엠빌딩 1층 102호 (마포동)",기타,마포구,126.9447971,37.53942387
씨씨씨피(CCCP),서울특별시 마포구 신수동 392-2번지 ,"서울특별시 마포구 토정로16길 14, 2층 (신수동)",기타,마포구,126.9346132,37.5446401
깡치네 망원본점,서울특별시 마포구 망원동 415-53 ,"서울특별시 마포구 망원로6길 19, 1층 (망원동)",한식,마포구,126.9035223,37.55611885
스시지현,서울특별시 마포구 연남동 373-13 ,"서울특별시 마포구 동교로 227-7, 1층 (연남동)",한식,마포구,126.9235847,37.56067192
라오(LAO),서울특별시 마포구 서교동 466-5 대창빌딩 ,"서울특별시 마포구 잔다리로 77, 대창빌딩 101호 (서교동)","외국음식전문점(인도,태국등)",마포구,126.9160443,37.55428733
카페 늘보,서울특별시 마포구 연남동 223-8 YJ빌딩 ,"서울특별시 마포구 동교로51안길 26, YJ빌딩 2층 (연남동)",호프/통닭,마포구,126.9240346,37.56535143
마르뜨,서울특별시 마포구 망원동 414-17번지 ,"서울특별시 마포구 포은로 106-1, 1층일부 (망원동)",기타,마포구,126.9048185,37.55655809
여의주,서울특별시 마포구 연남동 260-45 ,"서울특별시 마포구 동교로34길 8, 1층 (연남동)",감성주점,마포구,126.9247984,37.56091857
오스테리아 오라(osteria ora),서울특별시 마포구 서교동 468-17번지 잇다빌딩 ,"서울특별시 마포구 잔다리로 105, 잇다빌딩 1층 (서교동)",경양식,마포구,126.9143522,37.55636528
풍년 한식,서울특별시 마포구 동교동 174-8 ,"서울특별시 마포구 신촌로2길 5-13, 1층 (동교동)",한식,마포구,126.9280858,37.55787939
김재운초밥사랑,서울특별시 마포구 공덕동 478 공덕더샵아파트 ,"서울특별시 마포구 백범로 170, 102동 상가 1층 4호 (공덕동, 공덕더샵아파트)",일식,마포구,126.9490763,37.54438556
우고미,서울특별시 마포구 연남동 227-23 챕터 연남 ,"서울특별시 마포구 성미산로 192, 챕터 연남 2층 (연남동)","외국음식전문점(인도,태국등)",마포구,126.9262798,37.56279434
지코바 홍대서교점,서울특별시 마포구 서교동 369-32 1층 ,"서울특별시 마포구 홍익로5안길 43, 1층 (서교동)",호프/통닭,마포구,126.920689,37.55290841
왼(when),서울특별시 마포구 연남동 390-28번지 ,"서울특별시 마포구 동교로38길 27-19, 지1층 좌측 (연남동)",경양식,마포구,126.9259591,37.56194437
스시강,서울특별시 마포구 합정동 414-18 합정동주상복합건물 ,"서울특별시 마포구 독막로 11-5, B01호 (합정동, 합정동주상복합건물)",기타,마포구,126.9148241,37.54899666
(주)감성타코홍대점,서울특별시 마포구 서교동 358-121번지 ,"서울특별시 마포구 와우산로21길 20-11 (서교동, 2,3층)",경양식,마포구,126.9227215,37.55284949
누들 빠반,서울특별시 마포구 공덕동 242-6 ,"서울특별시 마포구 마포대로10길 20 (공덕동, 1층)",일식,마포구,126.9547646,37.54692179
뫼촌,서울특별시 마포구 도화동 184-10,"서울특별시 마포구 새창로6길 18, 1층 (도화동)",한식,마포구,126.9526461,37.54126767
블렌딩바 연남,서울특별시 마포구 연남동 390-37 1층좌측,"서울특별시 마포구 동교로38길 33-9, 1층 좌측호 (연남동)",기타,마포구,126.9259964,37.56164756
마차횟집,서울특별시 마포구 하중동 23-1번지 1층 ,"서울특별시 마포구 토정로 155 (하중동,1층)",한식,마포구,126.928284,37.54578624
발리문,서울특별시 마포구 연남동 228-48번지 ,"서울특별시 마포구 동교로 248-1, 지상2층 (연남동)","외국음식전문점(인도,태국등)",마포구,126.9245281,37.56202257
뜨랑블랑,서울특별시 마포구 마포동 236-5 힐탑빌라트 ,"서울특별시 마포구 마포대로4나길 42, 1층 102비호 (마포동, 힐탑빌라트)",기타,마포구,126.9452763,37.53743697
아마(홍대점),서울특별시 마포구 서교동 371-4 2층 ,"서울특별시 마포구 양화로16길 10, 2층 (서교동)","외국음식전문점(인도,태국등)",마포구,126.9202446,37.55349272
전주이맛콩나물국밥,서울특별시 마포구 공덕동 242-75번지 외1필지 ,"서울특별시 마포구 마포대로10길 13 (공덕동,외1필지)",한식,마포구,126.9544568,37.5472757
60계 서울마포역점,서울특별시 마포구 마포동 195-2 ,"서울특별시 마포구 마포대로4가길 11 (마포동, 1층,2층)",기타,마포구,126.9458281,37.53854823
란콰이진(LanKwaiJin),서울특별시 마포구 연남동 241-81번지 1층 ,"서울특별시 마포구 성미산로29안길 27-6, 1층 (연남동)",중국식,마포구,126.9233675,37.56574806
소풍가는날,서울특별시 마포구 합정동 411-13 ,"서울특별시 마포구 독막로 41 (합정동, 1층일부)",기타,마포구,126.9180448,37.54817019
띵크테이블,서울특별시 마포구 서교동 362-12번지 2층 ,"서울특별시 마포구 와우산로19길 6-5 (서교동, 2층)",분식,마포구,126.9228151,37.55149566
철길부산집 상암점,서울특별시 마포구 상암동 17-7 1층일부 ,"서울특별시 마포구 월드컵북로44길 46 (상암동, 1층일부)",분식,마포구,126.8951103,37.57674717
제주은희네해장국홍대점,서울특별시 마포구 서교동 449-6 1층 ,"서울특별시 마포구 월드컵북로 43, 1층 (서교동)",한식,마포구,126.9178361,37.55805295
베란다,서울특별시 마포구 성산동 253-5번지 2층 ,"서울특별시 마포구 월드컵로 120, 2층 (성산동)",기타,마포구,126.9077737,37.55905175
왕가밀,서울특별시 마포구 도화동 345-1 ,서울특별시 마포구 도화길 24-1 (도화동),일식,마포구,126.9488706,37.5404017
에이스,서울특별시 마포구 서교동 407-7 ,"서울특별시 마포구 잔다리로 3 (서교동, 6층)",호프/통닭,마포구,126.9226455,37.55049853
재미난조각가,서울특별시 마포구 서교동 358-124번지 ,서울특별시 마포구 와우산로21길 24 (서교동),경양식,마포구,126.9227263,37.55246584
토담오리숯불구이,서울특별시 마포구 대흥동 327-2번지 ,서울특별시 마포구 독막로 253 (대흥동),한식,마포구,126.9417189,37.54651109
텍사스바베큐레스토랑,서울특별시 마포구 합정동 473 마포 한강 2차 푸르지오 ,"서울특별시 마포구 월드컵로3길 14, 2층 218호 (합정동, 마포 한강 2차 푸르지오)",패밀리레스트랑,마포구,126.9118654,37.55105336
옛날무쇠솥,서울특별시 마포구 창전동 99-3번지 ,"서울특별시 마포구 서강로1길 12-5 (창전동, 1층)",한식,마포구,126.9310235,37.54894066
맛이차이나,서울특별시 마포구 상수동 321-1 ,"서울특별시 마포구 독막로 68, 3층 (상수동)",중국식,마포구,126.9207755,37.5476114
심원,서울특별시 마포구 연남동 241-74 ,"서울특별시 마포구 성미산로29안길 19-7, 1층 (연남동)",일식,마포구,126.9230533,37.56538025
갈비킹,서울특별시 마포구 서교동 328-22번지 ,"서울특별시 마포구 와우산로29길 34, 1층 일부호 (서교동)",한식,마포구,126.9282535,37.55545226
락희옥마포본점,"서울특별시 마포구 공덕동 445-1 공덕더샵아파트, 상가, 1층 101동 ","서울특별시 마포구 백범로 170, 101동 1층 (공덕동, 공덕더샵아파트)",한식,마포구,126.9490763,37.54438556
신야텐야상암DMC점,"서울특별시 마포구 상암동 1655번지 상암 월드컵파크 4단지, 1층 상가동 211호","서울특별시 마포구 월드컵북로 381, 상가동 1층 211호 (상암동, 상암 월드컵파크 4단지)",일식,마포구,126.8886888,37.5776864
웨이킹드리머,서울특별시 마포구 서교동 334-28 더 느와르 ,"서울특별시 마포구 와우산로29다길 16, 더 느와르 2층 일부호 (서교동)",한식,마포구,126.9273564,37.55491193
속초오징어어시장 마포점,서울특별시 마포구 용강동 26-37 브라우나비 빌딩 ,"서울특별시 마포구 토정로35길 29, 브라우나비 빌딩 1층 (용강동)",중국식,마포구,126.9447713,37.54106767
속초오징어어시장 마포점,서울특별시 마포구 용강동 26-37 브라우나비 빌딩 ,"서울특별시 마포구 토정로35길 29, 브라우나비 빌딩 2층 (용강동)",한식,마포구,126.9447713,37.54106767
그레이스국밥,서울특별시 마포구 공덕동 242-3번지 ,"서울특별시 마포구 마포대로12길 18, 1층 (공덕동)",한식,마포구,126.9547554,37.54801478
섬,서울특별시 마포구 망원동 456-18번지 ,서울특별시 마포구 희우정로 103 (망원동),한식,마포구,126.9014601,37.5542215
어로가,서울특별시 마포구 용강동 122-13 ,서울특별시 마포구 토정로 290 (용강동),한식,마포구,126.9413636,37.54121547
연남술사,서울특별시 마포구 동교동 154-22 ,"서울특별시 마포구 양화로19길 22 (동교동, 1층)",일식,마포구,126.9239775,37.55846542
구테로이테(gute Leute) 연남점,서울특별시 마포구 연남동 387-3 ,"서울특별시 마포구 동교로 266-6, 1층 (연남동)",기타,마포구,126.925574,37.56307559
만족오향족발상암DMC점,"서울특별시 마포구 상암동 1596번지 상암DMC푸르지오시티, S-City ","서울특별시 마포구 월드컵북로54길 25, 상암DMC푸르지오시티, S-City 1층 112~113호 (상암동)",한식,마포구,126.8892156,37.58196568
회의,서울특별시 마포구 연남동 390-71 ,"서울특별시 마포구 동교로38길 13, 1층 (연남동)",경양식,마포구,126.9249956,37.56205851
"명동칼국수,닭한마리",서울특별시 마포구 상암동 1497번지 ,"서울특별시 마포구 월드컵북로42다길 28, 1층(좌측) (상암동)",한식,마포구,126.896985,37.57623081
마포골뱅이,서울특별시 마포구 공덕동 256-21번지 ,서울특별시 마포구 만리재로1길 8 (공덕동),분식,마포구,126.9528145,37.54494508
이선생 곱도리탕,서울특별시 마포구 신공덕동 9-17 1층 ,"서울특별시 마포구 만리재옛길 24-7 (신공덕동,1층)",한식,마포구,126.9559514,37.54608844
포보,서울특별시 마포구 서교동 358-71번지 ,"서울특별시 마포구 홍익로 3-5 (서교동, 1층)",경양식,마포구,126.9236407,37.55283126
굴다리식당,서울특별시 마포구 도화동 182-10번지 ,서울특별시 마포구 도화길 44-2 (도화동),한식,마포구,126.950686,37.5415376
후라이팬,서울특별시 마포구 동교동 164-11 ,"서울특별시 마포구 어울마당로 125, 지하1층 (동교동)",호프/통닭,마포구,126.9238831,37.55583267
캐롤킹,서울특별시 마포구 동교동 163-21 B1동 ,"서울특별시 마포구 홍익로6길 18, B1동 (동교동)",경양식,마포구,126.9229764,37.55525675
맛으로,서울특별시 마포구 대흥동 801-14번지 ,"서울특별시 마포구 대흥로8길 15, 1층 (대흥동)",한식,마포구,126.9395667,37.54408267
한량,서울특별시 마포구 서교동 366-1 1층 ,"서울특별시 마포구 잔다리로6길 36 (서교동,1층)","외국음식전문점(인도,태국등)",마포구,126.9212073,37.55223291
돈조세,서울특별시 마포구 연남동 228-42 ,서울특별시 마포구 동교로 254 (연남동),한식,마포구,126.9246503,37.56243902
보은식당,서울특별시 마포구 합정동 372-24번지 ,서울특별시 마포구 성지길 11 (합정동),한식,마포구,126.9135582,37.54810844
해피박스,서울특별시 마포구 망원동 403-5번지 ,"서울특별시 마포구 포은로 90 (망원동, 2층일부)",기타,마포구,126.9053069,37.55512783
아구,서울특별시 마포구 도화동 181-14 ,"서울특별시 마포구 도화길 45-1, 1층 (도화동)",한식,마포구,126.9506465,37.54185952
주가미락,서울특별시 마포구 공덕동 476번지 공덕파크자이 ,"서울특별시 마포구 백범로 152, 101동 17호 (공덕동, 공덕파크자이)",한식,마포구,126.9479654,37.54487158
니뽕내뽕홍대점,서울특별시 마포구 동교동 169-15번지 ,"서울특별시 마포구 양화로18안길 8 (동교동, 2층)",중국식,마포구,126.9250646,37.55660011
명가낙지마당,서울특별시 마포구 망원동 479-21번지 ,서울특별시 마포구 월드컵로29길 11 (망원동),한식,마포구,126.9054212,37.56005405
신김치생삼겹살2호,서울특별시 마포구 합정동 414-1번지 ,"서울특별시 마포구 양화로 50, 지1층 (합정동)",중국식,마포구,126.9145267,37.54948875
태능숯불갈비,서울특별시 마포구 아현동 291-5 ,"서울특별시 마포구 굴레방로 19-1, 1층 (아현동)",한식,마포구,126.9554861,37.55584917
피자나라치킨공주,서울특별시 마포구 성산동 134-16 1층 ,"서울특별시 마포구 모래내로9길 22 (성산동,1층)",한식,마포구,126.912119,37.56812336
진수성찬,서울특별시 마포구 서교동 480-24번지 103호,서울특별시 마포구 동교로 102 (서교동),한식,마포구,126.9133715,37.55437485
정원각,서울특별시 마포구 동교동 158-9번지 ,"서울특별시 마포구 동교로 182-3 (동교동, 지하1층)",중국식,마포구,126.9221598,37.55677124
성산2동점 교촌치킨,서울특별시 마포구 성산동 592-6 이안상암2차 상가1층103호 ,"서울특별시 마포구 월드컵로 190 (성산동, 이안상암2차 상가1층103호)",호프/통닭,마포구,126.9032757,37.56419668
카쿠시타,서울특별시 마포구 연남동 390-30 ,"서울특별시 마포구 동교로38길 33-15, 지1층 (연남동)",일식,마포구,126.9261329,37.56186281
함루,서울특별시 마포구 공덕동 478 공덕더샵아파트 ,"서울특별시 마포구 백범로 170, 상가동 1층 8. 9호 (공덕동, 공덕더샵아파트)",한식,마포구,126.9490763,37.54438556
백년육일집,서울특별시 마포구 서교동 374-10 ,"서울특별시 마포구 양화로 99, 1층 101호 (서교동)",한식,마포구,126.9182168,37.55305771
직화한상상암DDMC점,서울특별시 마포구 상암동 1610 디디엠씨(DDMC) ,"서울특별시 마포구 매봉산로 75, 디디엠씨(DDMC) 지하1층 푸드코트내3호 (상암동)",한식,마포구,126.8929136,37.57845398
광동포차,서울특별시 마포구 서교동 407-27 ,"서울특별시 마포구 잔다리로 5-1 (서교동, 1층)",한식,마포구,126.922315,37.55050338
명동왕돈까스,서울특별시 마포구 동교동 201-1 1층 ,"서울특별시 마포구 동교로25길 15 (동교동,1층)",한식,마포구,126.9215302,37.55772119
아소정,서울특별시 마포구 염리동 149-9번지 ,서울특별시 마포구 백범로25길 9 (염리동),한식,마포구,126.9464397,37.54657192
