사업장명,지번주소,도로명주소,업태구분명,구,경도,위도
홍어이야기,서울특별시 도봉구 창동 5번지 지상2층 204호,"서울특별시 도봉구 마들로11가길 12, 지상2층 204호 (창동)",한식,도봉구,127.0488158,37.65280268
대패상회 방학점,서울특별시 도봉구 방학동 661-4 1층 ,"서울특별시 도봉구 도당로 85, 1층 (방학동)",식육(숯불구이),도봉구,127.0363954,37.66531686
산도토리임자탕,서울특별시 도봉구 창동 446-4 ,서울특별시 도봉구 덕릉로60길 13 (창동),한식,도봉구,127.0401313,37.63962468
초안골빈대떡,서울특별시 도봉구 창동 505-5번지 ,서울특별시 도봉구 우이천로4길 19 (창동),분식,도봉구,127.040401,37.63376057
오봉호프,서울특별시 도봉구 도봉동 561-7번지 ,서울특별시 도봉구 도봉로181길 8 (도봉동),분식,도봉구,127.0455047,37.68409455
영수네감자국,서울특별시 도봉구 도봉동 572-0번지 ,서울특별시 도봉구 도봉로181길 86 (도봉동),한식,도봉구,127.0417887,37.68561456
소담식당,서울특별시 도봉구 창동 661-16번지 ,서울특별시 도봉구 도봉로118길 9 (창동),정종/대포집/소주방,도봉구,127.0357978,37.64911049
이층맥주,서울특별시 도봉구 쌍문동 571 지상2층 ,"서울특별시 도봉구 방학로3길 127 (쌍문동,지상2층)",한식,도봉구,127.03841,37.65768816
크로바닭구이,서울특별시 도봉구 쌍문동 103-218 1층 ,"서울특별시 도봉구 우이천로24길 52, 1층 (쌍문동)",일식,도봉구,127.0319952,37.64564338
와우 왕십리곱창,서울특별시 도봉구 창동 6번지 1층 5호,"서울특별시 도봉구 마들로11가길 15, 1층 5호 (창동, 콤마빌딩)",한식,도봉구,127.0492813,37.65263577
목포홍탁,서울특별시 도봉구 방학동 697-3번지 ,"서울특별시 도봉구 방학로6길 28, 1층 102호 (방학동)",한식,도봉구,127.0370602,37.66418129
돈치킨 창동점,서울특별시 도봉구 창동 552-22 1층 ,"서울특별시 도봉구 덕릉로54길 10, 1층 (창동)",호프/통닭,도봉구,127.0378198,37.637422
청양상회,서울특별시 도봉구 쌍문동 69-36번지 1층 104호,"서울특별시 도봉구 도봉로125길 75, 1층 (쌍문동)",한식,도봉구,127.0367978,37.655857
또리커피 수유점,서울특별시 강북구 수유동 118-1,"서울특별시 강북구 덕릉로 49, 1층 (수유동)",기타,강북구,127.0188513,37.63456248
버블비어,서울특별시 도봉구 방학동 694-23번지 지상1 ,"서울특별시 도봉구 방학로6길 29, 지상1층 (방학동)",호프/통닭,도봉구,127.0367062,37.66410663
반햇닭,서울특별시 도봉구 쌍문동 122-48 1층 ,"서울특별시 도봉구 도봉로113길 46, 1층 (쌍문동)",한식,도봉구,127.0316334,37.64851886
이모네맛집,서울특별시 도봉구 방학동 703-59번지 ,서울특별시 도봉구 도봉로147길 5 (방학동),한식,도봉구,127.0422332,37.66511185
아씨 보쌈,서울특별시 도봉구 방학동 664-19 1층 ,"서울특별시 도봉구 도당로 59, 1층 (방학동)",한식,도봉구,127.0345309,37.66346169
비비큐(BBQ),서울특별시 도봉구 창동 6번지 콤마빌딩 109호 ,"서울특별시 도봉구 마들로11가길 15 (창동,콤마빌딩 109호)",통닭(치킨),도봉구,127.0492813,37.65263577
"항아리갈비,묵은지삼겹살",서울특별시 도봉구 도봉동 281-4 ,"서울특별시 도봉구 도봉산4나길 4, 1층 (도봉동)",식육(숯불구이),도봉구,127.0426458,37.68811872
또또와치킨,서울특별시 도봉구 방학동 687-10번지 ,서울특별시 도봉구 도봉로145길 43 (방학동),통닭(치킨),도봉구,127.0401334,37.66454758
그랩커피(Grab coffee),서울특별시 도봉구 쌍문동 315-43번지 지상1층 ,"서울특별시 도봉구 도봉로109길 62 (쌍문동,지상1층)",한식,도봉구,127.0300498,37.64734555
쿡&치킨클럽,서울특별시 도봉구 창동 373-1 주공4단지 제일만상가 가동102호 ,"서울특별시 도봉구 덕릉로 357 (창동,주공4단지 제일만상가 가동102호)",호프/통닭,도봉구,127.0485801,37.64550833
김밥천국,서울특별시 도봉구 쌍문동 503-1번지 (1층) ,"서울특별시 도봉구 삼양로 586 (쌍문동,(1층))",김밥(도시락),도봉구,127.0133865,37.65536945
은희족발,서울특별시 도봉구 창동 562-1 ,서울특별시 도봉구 덕릉로60길 35 (창동),한식,도봉구,127.0404227,37.63868103
세븐호프,서울특별시 도봉구 도봉동 600-17번지 (1층) ,"서울특별시 도봉구 도봉로169나길 63 (도봉동,(1층))",호프/통닭,도봉구,127.0437782,37.67678868
훈이네분식,서울특별시 도봉구 창동 562-5 ,"서울특별시 도봉구 덕릉로60길 42, 101호 (창동)",분식,도봉구,127.0403199,37.63837558
대패상회 쌍문점,"서울특별시 도봉구 쌍문동 100-2 성원팰리스 101,102호 ","서울특별시 도봉구 도봉로109길 24 (쌍문동, 성원팰리스 101,102호)",한식,도봉구,127.0321272,37.64707576
육회이야기,서울특별시 광진구 구의동 220-61 1층,"서울특별시 광진구 광나루로52길 114, 1층 (구의동)",한식,광진구,127.0897064,37.53903607
남촌감자탕,서울특별시 도봉구 쌍문동 304 지상1층 ,"서울특별시 도봉구 노해로41길 37, 지상1층 (쌍문동)",한식,도봉구,127.025327,37.64976351
비어뱅크,서울특별시 도봉구 도봉동 605-24번지 ,서울특별시 도봉구 도봉로155길 24 (도봉동),호프/통닭,도봉구,127.0426427,37.6730588
은미호프,서울특별시 도봉구 창동 651-2번지 지상1층 ,"서울특별시 도봉구 도봉로112길 16 (창동,지상1층)",호프/통닭,도봉구,127.0355405,37.64671942
창동호프,서울특별시 도봉구 창동 333-2번지 ,서울특별시 도봉구 노해로65길 11 (창동),호프/통닭,도봉구,127.0461705,37.65180814
숯불바베큐,서울특별시 도봉구 쌍문동 449-7번지 지상1층 ,"서울특별시 도봉구 우이천로34길 13 (쌍문동,지상1층)",통닭(치킨),도봉구,127.0231724,37.6497698
젤라또 뚜띠,서울특별시 송파구 잠실동 40 갤러리아팰리스,"서울특별시 송파구 올림픽로 212, 상가동 1층 111호 (잠실동, 갤러리아팰리스)",기타,송파구,127.0939186,37.51110382
창동포크,서울특별시 도봉구 창동 135-14번지 ,서울특별시 도봉구 노해로63다길 6 (창동),한식,도봉구,127.0468356,37.65321109
파삼솥뚜껑삼겹살,서울특별시 도봉구 창동 635-42 건영아파트 상가 115호 ,"서울특별시 도봉구 우이천로20길 7 (창동,건영아파트 상가 115호)",식육(숯불구이),도봉구,127.0340341,37.64144067
불닭발땡초동대문엽기떡볶이쌍문역점,서울특별시 도봉구 창동 659-19 ,"서울특별시 도봉구 도봉로118길 6, 1층 (창동)",한식,도봉구,127.0354927,37.64903173
달빛나드리,서울특별시 도봉구 방학동 689-29 지상1층 ,"서울특별시 도봉구 방학로2길 13 (방학동,지상1층)",호프/통닭,도봉구,127.0407352,37.66353735
수복식당,서울특별시 도봉구 쌍문동 49-1번지 지상1층 ,"서울특별시 도봉구 해등로 168, 지상1층 (쌍문동)",한식,도봉구,127.0379851,37.65740096
김밥타운,서울특별시 도봉구 창동 659-32번지 ,서울특별시 도봉구 도봉로110나길 31 (창동),김밥(도시락),도봉구,127.0349699,37.64762211
장수식당,서울특별시 도봉구 창동 135-12번지 ,서울특별시 도봉구 노해로63다길 14 (창동),한식,도봉구,127.0464912,37.65353869
마운틴 레스토랑,서울특별시 도봉구 도봉동 275-7 (지상2층) ,"서울특별시 도봉구 도봉산길 12 (도봉동,(지상2층))",경양식,도봉구,127.0444237,37.68759286
쌍문족발보쌈,서울특별시 도봉구 창동 578-135 ,서울특별시 도봉구 덕릉로53길 18 (창동),한식,도봉구,127.0365471,37.63844803
황구네,서울특별시 도봉구 도봉동 610-41 ,서울특별시 도봉구 도당로27길 67 (도봉동),한식,도봉구,127.0407173,37.67040917
굿모닝미스터비어,서울특별시 도봉구 방학동 675-36 ,서울특별시 도봉구 방학로3길 16 (방학동),호프/통닭,도봉구,127.0407505,37.66200745
방아골생고기,서울특별시 도봉구 방학동 672-31 ,서울특별시 도봉구 방학로5길 10 (방학동),식육(숯불구이),도봉구,127.0373881,37.66232052
불맛나는 짬뽕(신향원),서울특별시 도봉구 창동 608-159 지상1층 ,"서울특별시 도봉구 도봉로110아길 23, 지상1층 (창동)",중국식,도봉구,127.0376813,37.6452256
골드참치,서울특별시 은평구 대조동 205-14,"서울특별시 은평구 통일로73길 28-1, 1층 (대조동)",한식,은평구,126.9214615,37.61470642
굿킨,서울특별시 도봉구 쌍문동 88-41 (1층),"서울특별시 도봉구 도봉로113길 10 (쌍문동,(1층))",통닭(치킨),도봉구,127.0336921,37.64812322
호프사랑,서울특별시 도봉구 도봉동 624-53번지 ,서울특별시 도봉구 도봉로156길 21 (도봉동),호프/통닭,도봉구,127.0455255,37.67280001
이모네실내포차,서울특별시 도봉구 도봉동 574-33 ,서울특별시 도봉구 도봉로181길 56 (도봉동),호프/통닭,도봉구,127.0430578,37.68479822
은서네분식,서울특별시 도봉구 쌍문동 69-34번지 ,서울특별시 도봉구 도봉로129길 49 (쌍문동),분식,도봉구,127.0355952,37.65531291
심한박,"서울특별시 도봉구 방학동 447-1번지 1층, 중1층 ","서울특별시 도봉구 방학로 214, 1층, 중1층 (방학동)",한식,도봉구,127.0282576,37.6621125
꼼수,서울특별시 도봉구 창동 135-14번지 지상1층 108호 ,"서울특별시 도봉구 노해로63다길 6, 지상1층 108호 (창동)",한식,도봉구,127.0468356,37.65321109
양주큰집전통순대국,서울특별시 도봉구 방학동 697-1번지 ,서울특별시 도봉구 방학로6길 32 (방학동),한식,도봉구,127.0368817,37.66434543
산아래,서울특별시 도봉구 도봉동 411-1 지상1층 바동 68호,"서울특별시 도봉구 도봉산길 65-17, 바동 지상1층 68호 (도봉동)",경양식,도봉구,127.0372964,37.68620909
삼치구이,서울특별시 도봉구 방학동 662-17번지 1층 ,"서울특별시 도봉구 도당로 67-1, 1층 (방학동)",한식,도봉구,127.0349428,37.66426004
이모네포장마차,서울특별시 도봉구 방학동 630-21번지 지하1층 ,"서울특별시 도봉구 도당로13다길 4, 지하1층 (방학동)",호프/통닭,도봉구,127.0340086,37.66644002
피자알볼로 창동쌍문점,서울특별시 도봉구 쌍문동 158 한양7차아파트 ,"서울특별시 도봉구 해등로25길 41, 상가 101, 105, 106,호 (쌍문동, 한양7차아파트)",경양식,도봉구,127.0338539,37.65601459
청학동,서울특별시 도봉구 방학동 703-16번지 지상2층 ,"서울특별시 도봉구 도봉로145나길 12 (방학동,지상2층)",호프/통닭,도봉구,127.0421258,37.66524975
등나무골,서울특별시 도봉구 창동 715-29 ,서울특별시 도봉구 해등로 133 (창동),한식,도봉구,127.0403962,37.65536532
명륜진사갈비방학점,서울특별시 도봉구 방학동 680-8번지 ,서울특별시 도봉구 도봉로 667 (방학동),식육(숯불구이),도봉구,127.0422642,37.66404302
미송,서울특별시 도봉구 방학동 703-16번지 (지상1층) ,"서울특별시 도봉구 도봉로145나길 12 (방학동,(지상1층))",분식,도봉구,127.0421258,37.66524975
두메골,서울특별시 도봉구 창동 135-12번지 지하1층 ,"서울특별시 도봉구 노해로63다길 14, 지하1층 (창동)",한식,도봉구,127.0464912,37.65353869
처가집양념치킨 녹천점,서울특별시 도봉구 창동 38-1번지 주공17단지 101호 (지상1층) ,"서울특별시 도봉구 덕릉로 398 (창동,주공17단지 101호 (지상1층))",통닭(치킨),도봉구,127.0531702,37.64576891
명동분식,서울특별시 도봉구 방학동 661-32번지 ,서울특별시 도봉구 도당로13가길 6 (방학동),분식,도봉구,127.0358452,37.66546749
창대분식,서울특별시 도봉구 방학동 662-10 ,서울특별시 도봉구 도당로11길 10 (방학동),분식,도봉구,127.0346115,37.66439665
팔딱팔딱2,서울특별시 도봉구 창동 5 창동다모아빌딩 ,"서울특별시 도봉구 마들로11가길 12, 창동다모아빌딩 1층 111호 (창동)",한식,도봉구,127.0488158,37.65280268
디오스,서울특별시 도봉구 도봉동 565번지 1층 ,"서울특별시 도봉구 도봉로181길 15, 1층 (도봉동)",호프/통닭,도봉구,127.0449301,37.68394111
창동골뱅이,서울특별시 도봉구 창동 12-1번지 영진빌딩 105호 ,"서울특별시 도봉구 노해로69길 21-11 (창동,영진빌딩 105호)",일식,도봉구,127.0500691,37.65313049
인성식당,서울특별시 도봉구 창동 655-27번지 지상1층 ,"서울특별시 도봉구 도봉로110나길 17 (창동,지상1층)",한식,도봉구,127.0346416,37.64698363
홍천강식당,서울특별시 도봉구 방학동 622-33번지 지상1층 ,"서울특별시 도봉구 시루봉로 234, 지상1층 (방학동)",한식,도봉구,127.0356962,37.66875797
카프리광장,서울특별시 도봉구 방학동 716-1번지 상가동 105호 ,"서울특별시 도봉구 도봉로150길 31, 상가동 105호 (방학동)",호프/통닭,도봉구,127.0448821,37.6665593
야수곱창,서울특별시 도봉구 방학동 658-51번지 지상1층 ,"서울특별시 도봉구 도당로27길 9, 1층 (방학동)",한식,도봉구,127.0407775,37.66773845
지니분식,서울특별시 도봉구 쌍문동 281-53번지 1층 ,"서울특별시 도봉구 노해로41길 38-15, 1층 (쌍문동)",한식,도봉구,127.0254659,37.6507324
등촌샤브칼국수 창동점,서울특별시 도봉구 창동 557-79 ,서울특별시 도봉구 덕릉로54길 23 (창동),한식,도봉구,127.0385267,37.63725911
페리카나,서울특별시 도봉구 도봉동 625-161번지 지상1층 ,"서울특별시 도봉구 도봉로164길 10, 지상1층 (도봉동)",통닭(치킨),도봉구,127.0454073,37.67584747
처갓집양념치킨(창동점),서울특별시 도봉구 창동 804번지 ,"서울특별시 도봉구 덕릉로63가길 61, 1층 144호 (창동, 대우아파트상가)",통닭(치킨),도봉구,127.0375313,37.64237063
솔이네 한식뷔페 한돈 돌판구이,서울특별시 도봉구 창동 557-79 ,"서울특별시 도봉구 덕릉로54길 23, 1층 (창동)",일식,도봉구,127.0385267,37.63725911
초롱이분식,서울특별시 도봉구 창동 581-28번지 삼익상가 지하동 5호,"서울특별시 도봉구 덕릉로57길 30, 지하동 5호 (창동,삼익상가)",분식,도봉구,127.0372804,37.64008081
삼천포바다장어구이,서울특별시 도봉구 쌍문동 54번지 현대아파트상가 101호,"서울특별시 도봉구 해등로 242-18, 지상1층 101호 (쌍문동, 현대아파트상가)",한식,도봉구,127.0312009,37.65856419
우정 흑염소 오리전문정,서울특별시 도봉구 방학동 681-42 ,서울특별시 도봉구 방학로2길 16 (방학동),한식,도봉구,127.0410236,37.66367725
감나무골,서울특별시 도봉구 창동 650-54번지 지상1층 ,"서울특별시 도봉구 도봉로106길 7 (창동,지상1층)",한식,도봉구,127.0332501,37.64503379
감포면옥,서울특별시 도봉구 쌍문동 85-5번지 ,서울특별시 도봉구 노해로 243 (쌍문동),식육(숯불구이),도봉구,127.0351926,37.6514686
진미식당,서울특별시 도봉구 도봉동 610-41번지 ,서울특별시 도봉구 도당로27길 67 (도봉동),한식,도봉구,127.0407173,37.67040917
제이피푸드,서울특별시 도봉구 방학동 632-95번지 지상1층 ,"서울특별시 도봉구 방학로10길 61, 지상1층 (방학동)",통닭(치킨),도봉구,127.0344338,37.66475255
창동빈대떡,서울특별시 도봉구 창동 659-9번지 지상1층 ,"서울특별시 도봉구 도봉로110나길 37 (창동,지상1층)",분식,도봉구,127.0350765,37.64779769
얌샘김밥방학역점,서울특별시 도봉구 방학동 716-5번지 외 10필지 ESA(아)상가 2단지 135호 ,"서울특별시 도봉구 도봉로150길 43 (방학동,외 10필지 ESA(아)상가 2단지 135호)",한식,도봉구,127.0456,37.6664678
안골냉면,서울특별시 도봉구 도봉동 282-315번지 지상1층 ,"서울특별시 도봉구 도봉산4가길 6-4, 1층 (도봉동)",한식,도봉구,127.0419055,37.68836834
어라진,서울특별시 도봉구 쌍문동 644-0번지 ,서울특별시 도봉구 해등로17길 12 (쌍문동),한식,도봉구,127.0382587,37.65643044
제주도 생고기,서울특별시 도봉구 방학동 697-3 1층 ,"서울특별시 도봉구 방학로6길 28, 1층 (방학동)",한식,도봉구,127.0370602,37.66418129
투리방,서울특별시 도봉구 도봉동 30-1번지 한신쇼핑상가 지하1층 13호 ,"서울특별시 도봉구 도봉로180나길 41, 지하1층 13호 (도봉동, 한신쇼핑상가)",한식,도봉구,127.0480603,37.68573653
치킨주막 창3동점,서울특별시 도봉구 창동 448-70 지상1층 ,"서울특별시 도봉구 덕릉로60길 19 (창동,지상1층)",한식,도봉구,127.0402135,37.63941483
고향삼계탕,서울특별시 도봉구 방학동 682-8 ,"서울특별시 도봉구 도봉로147길 15, 1층 (방학동)",한식,도봉구,127.0417893,37.66504698
인생술집,서울특별시 도봉구 방학동 701-26 지상1층 ,"서울특별시 도봉구 도당로 122 (방학동,지상1층)",호프/통닭,도봉구,127.0398452,37.66705023
짱나라 24시해장국,서울특별시 도봉구 방학동 690 ,"서울특별시 도봉구 방학로6길 20, 1층 (방학동)",한식,도봉구,127.0372487,37.66395041
일심해장국,서울특별시 도봉구 방학동 278-5번지 지상1층 ,"서울특별시 도봉구 방학로 204 (방학동,지상1층)",한식,도봉구,127.0294153,37.66224649
압구정 찌개마을,서울특별시 도봉구 창동 12-1 영진빌딩 103호,서울특별시 도봉구 노해로69길 21-11 (창동),호프/통닭,도봉구,127.0500691,37.65313049
88옛날통닭 방학점,서울특별시 도봉구 방학동 274 삼익세라믹상가 ,"서울특별시 도봉구 도당로 41 (방학동, 삼익세라믹상가)",통닭(치킨),도봉구,127.0340432,37.66114372
최고당돈가스(쌍문역점),서울특별시 도봉구 쌍문동 88-68 ,서울특별시 도봉구 도봉로 493 (쌍문동),통닭(치킨),도봉구,127.0349361,37.64969635
박계월한우차돌집,서울특별시 도봉구 방학동 673번지 해암빌딩 1층 ,"서울특별시 도봉구 방학로 131, 1층 (방학동, 해암빌딩)",한식,도봉구,127.0377861,37.66261238
잔디불,서울특별시 도봉구 도봉동 623-1번지 ,서울특별시 도봉구 도봉로156길 8 (도봉동),경양식,도봉구,127.0447545,37.67263775
곱창이곱풀때,서울특별시 도봉구 쌍문동 69-43번지 외 1필지 1층 ,"서울특별시 도봉구 도봉로129길 32 (쌍문동,외 1필지 1층)",한식,도봉구,127.0366578,37.65571762
맛깔참죽 쌍문역점,서울특별시 도봉구 창동 812번지 현대타운아파트 101동 102호,"서울특별시 도봉구 도봉로114길 22-8, 현대타운아파트 101동 102호 (창동, 현대타운아파트)",한식,도봉구,127.0352261,37.64708285
이모네포차,서울특별시 도봉구 방학동 647-48번지 ,서울특별시 도봉구 도당로27길 23 (방학동),호프/통닭,도봉구,127.0408195,37.66846758
장원삼계탕,서울특별시 도봉구 창동 568-2번지 지상1층 ,"서울특별시 도봉구 덕릉로 264, 지상1층 (창동)",한식,도봉구,127.0403907,37.64074433
호호포차,서울특별시 도봉구 창동 4번지 월드프라자 107호 ,"서울특별시 도봉구 마들로11가길 13 (창동,월드프라자 107호)",한식,도봉구,127.049208,37.65292991
황금정원,서울특별시 도봉구 방학동 598-1 ,서울특별시 도봉구 방학로 312 (방학동),한식,도봉구,127.0177261,37.66288233
민이네식당,서울특별시 도봉구 창동 578-51 지상1층 ,"서울특별시 도봉구 덕릉로59가길 38, 지상1층 (창동)",한식,도봉구,127.0373979,37.63918874
서원손칼국수,서울특별시 도봉구 도봉동 623-155번지 지상1층 ,"서울특별시 도봉구 마들로 687, 지상1층 (도봉동)",한식,도봉구,127.0462848,37.67157241
케네디로즈,서울특별시 도봉구 쌍문동 88-145번지 지하1층 ,"서울특별시 도봉구 도봉로 475, 지하1층 (쌍문동)",호프/통닭,도봉구,127.0339994,37.64829516
꼬꼬마시,"서울특별시 도봉구 방학동 716-1번지 ESA상가 110호,111호 ","서울특별시 도봉구 도봉로150길 31, 110,111호 (방학동, ESA상가)",통닭(치킨),도봉구,127.0448821,37.6665593
육교,서울특별시 도봉구 도봉동 556-20번지 지상1층 ,"서울특별시 도봉구 도봉산3길 6 (도봉동,지상1층)",한식,도봉구,127.0441357,37.68704907
옥담식당,서울특별시 도봉구 창동 26 동아아파트상가 지하1층 6호,"서울특별시 도봉구 노해로 384, 지하1층 6호 (창동, 동아아파트상가)",한식,도봉구,127.0503323,37.65126977
정주식당,서울특별시 도봉구 창동 581-8 ,서울특별시 도봉구 덕릉로59가길 18 (창동),한식,도봉구,127.03807,37.63987405
금강산식후경,서울특별시 도봉구 쌍문동 20-0 벽산송화미디엄 201호 ,"서울특별시 도봉구 도당로 7 (쌍문동,벽산송화미디엄 201호)",한식,도봉구,127.0347732,37.658746
수미네 포차,서울특별시 도봉구 방학동 732 신동아4차 상가 101호,"서울특별시 도봉구 방학로 200, 상가동 101호 (방학동, 신동아4차)",한식,도봉구,127.0294383,37.66283099
카페 나리지,서울특별시 도봉구 창동 581-6 ,서울특별시 도봉구 덕릉로59가길 22 (창동),식육(숯불구이),도봉구,127.0379384,37.6397336
전주수라상,서울특별시 도봉구 도봉동 603-16번지 ,서울특별시 도봉구 도봉로157길 10 (도봉동),한식,도봉구,127.0435235,37.67408761
옛골토성 도봉산점,서울특별시 도봉구 도봉동 288-1번지 ,서울특별시 도봉구 도봉산4나길 43 (도봉동),식육(숯불구이),도봉구,127.0444561,37.68883798
남원추어탕,서울특별시 도봉구 창동 8-1번지 ,"서울특별시 도봉구 노해로67길 10, 1층 103호 (창동, 하나B/D)",한식,도봉구,127.0496765,37.65236156
런치타임,서울특별시 도봉구 쌍문동 422-65번지 지상1층 ,"서울특별시 도봉구 삼양로144길 25 (쌍문동,지상1층)",분식,도봉구,127.0143427,37.65176456
일단 한잔,서울특별시 도봉구 도봉동 612-39 ,서울특별시 도봉구 도당로27길 74 (도봉동),호프/통닭,도봉구,127.0410843,37.67069961
해신참치,서울특별시 도봉구 창동 12-3번지 지상1층 ,"서울특별시 도봉구 노해로69길 21, 지상1층 (창동)",일식,도봉구,127.0505531,37.65324328
포대포,서울특별시 도봉구 창동 659-1번지 지상 ,"서울특별시 도봉구 도봉로118길 10 (창동,지상)",한식,도봉구,127.0356654,37.64895738
만수정 신사점 숯불장어앤샤브,서울특별시 강남구 신사동 502-1 비율라빌딩,"서울특별시 강남구 강남대로 628, 비율라빌딩 지상1층 (신사동)",한식,강남구,127.0194887,37.5178886
에끼,서울특별시 도봉구 쌍문동 423-19번지 2층 ,"서울특별시 도봉구 삼양로 542, 2층 (쌍문동)",호프/통닭,도봉구,127.0129898,37.65157313
# 로그인,서울특별시 도봉구 창동 647-1 북한산홈시티 201동 103호 ,"서울특별시 도봉구 도봉로106길 22 (창동,북한산홈시티 201동 103호)",호프/통닭,도봉구,127.0337486,37.64438573
소문난 순대국,서울특별시 도봉구 창동 569-77 ,서울특별시 도봉구 덕릉로58길 11 (창동),한식,도봉구,127.0390631,37.63867685
피자헛 쌍문2호점,서울특별시 도봉구 창동 700-33 ,"서울특별시 도봉구 도봉로 534, 1층 (창동)",패스트푸드,도봉구,127.037599,37.65271646
전통남원추어탕,서울특별시 도봉구 창동 581-3번지 지상1층 1동 4호,"서울특별시 도봉구 덕릉로 245, 1동 1층 4호 (창동)",한식,도봉구,127.0385068,37.63970718
정식품,서울특별시 도봉구 창동 1-10번지 농협하나로마트(지하1층) ,"서울특별시 도봉구 마들로11길 20, 지하1층 (창동, 농협하나로마트)",한식,도봉구,127.0508035,37.65477684
세상만사,서울특별시 도봉구 창동 518-43번지 1층 ,"서울특별시 도봉구 우이천로4길 12, 1층 (창동)",정종/대포집/소주방,도봉구,127.0402486,37.63346067
비타호프,서울특별시 도봉구 도봉동 624-17번지 ,서울특별시 도봉구 도봉로156길 11 (도봉동),호프/통닭,도봉구,127.0449728,37.67283895
수락골,서울특별시 도봉구 쌍문동 563-0 1층 ,"서울특별시 도봉구 방학로3길 113, 1층 (쌍문동)",한식,도봉구,127.0387341,37.65823903
한결,서울특별시 도봉구 방학동 633-25 ,서울특별시 도봉구 도당로15길 15 (방학동),한식,도봉구,127.0363598,37.66621121
불꽃,서울특별시 도봉구 도봉동 625-154번지 지상1층 ,"서울특별시 도봉구 도봉로152가길 130 (도봉동,지상1층)",까페,도봉구,127.0451508,37.67525938
삼태기,서울특별시 도봉구 방학동 445-1번지 지상1층 ,"서울특별시 도봉구 방학로 212-22, 지상1층 (방학동)",한식,도봉구,127.0288528,37.6626832
북부식당,서울특별시 도봉구 도봉동 624번지 한일빌딩 1층 ,"서울특별시 도봉구 도봉로152가길 102, 1층 (도봉동, 한일빌딩)",한식,도봉구,127.0449641,37.67405436
학창시절,서울특별시 도봉구 도봉동 611-18번지 ,"서울특별시 도봉구 도당로29길 67, 지상1층 (도봉동)",분식,도봉구,127.0421622,37.67030709
