사업장명,지번주소,도로명주소,업태구분명,구,경도,위도
스시이안앤 홈플러스영등포점,서울특별시 영등포구 문래동3가 55-3 홈플러스 ,"서울특별시 영등포구 당산로 42, 홈플러스 2층 X6, YD호 (문래동3가)",일식,영등포구,126.8959241,37.51822701
육전국밥 영등포시장역점,서울특별시 영등포구 영등포동5가 32 신한빌딩,"서울특별시 영등포구 영중로 56, 신한빌딩 1층 (영등포동5가)",한식,영등포구,126.9054054,37.52110114
오늘의 위스키 영등포점,서울특별시 영등포구 영등포동3가 19-2 포레스트힐시티 ,"서울특별시 영등포구 영중로6길 12, 1층 101호 (영등포동3가, 포레스트힐시티)",기타,영등포구,126.9071147,37.51787114
크리스탈제이드 IFC몰점,서울특별시 영등포구 여의도동 23 서울 국제금융 센터 ,"서울특별시 영등포구 국제금융로 10, IFC몰 L3층 314호 (여의도동)",중국식,영등포구,126.9252983,37.5249786
숙성관 영등포점,서울특별시 영등포구 당산동4가 32-102 ,"서울특별시 영등포구 국회대로37길 15, 103호 (당산동4가)",횟집,영등포구,126.9000199,37.52836624
씨티커피 라이트 여의도점,서울특별시 영등포구 여의도동 13-2 삼보빌딩 ,"서울특별시 영등포구 국회대로74길 9, 삼보빌딩 1층 107호 (여의도동)",기타,영등포구,126.9213013,37.53048531
양양감자옹심이,서울특별시 영등포구 대림동 700-5 개풍빌딩 ,"서울특별시 영등포구 대림로 142, 개풍빌딩 지하1층 A04호 (대림동)",한식,영등포구,126.9009674,37.493982
리버브루,서울특별시 영등포구 여의도동 21-3 ,"서울특별시 영등포구 여의나루로 117, 1층 101,102호 (여의도동)",기타,영등포구,126.9310905,37.52624086
리버브루,서울특별시 영등포구 여의도동 21-4 ,"서울특별시 영등포구 여의나루로 113, 1층 106호 (여의도동)",기타,영등포구,126.9307509,37.52602925
쪽쪽파김치,서울특별시 영등포구 여의도동 41-1 ,"서울특별시 영등포구 국제금융로7길 22, 107호 (여의도동)",분식,영등포구,126.9330858,37.52321328
식주,서울특별시 영등포구 문래동6가 24-1 에이스하이테크시티2 ,"서울특별시 영등포구 선유로13길 25, 에이스하이테크시티2 115호 (문래동6가)",한식,영등포구,126.8859676,37.51900702
브리커피 여의도,서울특별시 영등포구 여의도동 44-5 ,"서울특별시 영등포구 여의대방로69길 19, 114호 (여의도동)",기타,영등포구,126.9304488,37.52060547
영천 얼큰 돼지국밥 여의도점,서울특별시 영등포구 여의도동 44-12 고려빌딩 ,"서울특별시 영등포구 여의대방로67길 8, 고려빌딩 205호 (여의도동)",한식,영등포구,126.9310997,37.51954304
로얄 바베큐,서울특별시 영등포구 도림동 267-1 ,"서울특별시 영등포구 도영로 24, 1층 (도림동)",호프/통닭,영등포구,126.8961817,37.5084605
미스터용차이나버거 대림점,서울특별시 영등포구 대림동 706-1 88월드타워 ,"서울특별시 영등포구 도림로 144, 88월드타워 A동 113호 (대림동)",기타,영등포구,126.8981017,37.493334
서울불고기하우스,서울특별시 영등포구 양평동4가 78-8,"서울특별시 영등포구 양평로17길 10, 2층 (양평동4가)",한식,영등포구,126.8958076,37.53592893
카페노체,서울특별시 영등포구 당산동3가 139-2 K574빌딩 ,"서울특별시 영등포구 국회대로 574, K574빌딩 지하1층 일부호 (당산동3가)",기타,영등포구,126.8979205,37.52724141
강남쌀국수 롯데마트 양평점,서울특별시 영등포구 양평동3가 45 롯데마트 양평점 ,"서울특별시 영등포구 선유로 138, 롯데마트 양평점 1층 (양평동3가)","외국음식전문점(인도,태국등)",영등포구,126.891646,37.52604884
프레드피자,서울특별시 영등포구 당산동1가 134-1 ,"서울특별시 영등포구 영등포로27길 13, 1층 (당산동1가)",기타,영등포구,126.8991014,37.52223981
신사동인동 문래점,서울특별시 영등포구 문래동3가 55-18 세미콜론문래 ,"서울특별시 영등포구 문래로28길 25, 세미콜론문래 S동 지하1층 3호 (문래동3가)",한식,영등포구,126.8997982,37.51608899
히비끼,서울특별시 영등포구 여의도동 13-20 프린스텔 ,"서울특별시 영등포구 국회대로72길 11, 프린스텔 107호 (여의도동)",일식,영등포구,126.9208556,37.52991933
육회바른연어 신풍1호점,서울특별시 영등포구 신길동 4975 비스타동원 ,"서울특별시 영등포구 신풍로 28, 1층 135호 (신길동, 비스타동원)",한식,영등포구,126.90960294998,37.4998139228913
용돈,서울특별시 영등포구 문래동3가 58-35 ,"서울특별시 영등포구 도림로 434-9, 1층 (문래동3가)",기타,영등포구,126.8950196,37.51481291
킵댓,서울특별시 영등포구 여의도동 23-8 여의도파이낸스타워 ,"서울특별시 영등포구 국제금융로2길 32, 여의도파이낸스타워 1층 101호 (여의도동)",기타,영등포구,126.9241795,37.52381883
일품811,서울특별시 영등포구 도림동 141-18 ,"서울특별시 영등포구 도림로112길 34-1, 1층 (도림동)",중국식,영등포구,126.9038411,37.50940374
다이닝사운드,서울특별시 영등포구 영등포동7가 208 포레나 영등포 센트럴 ,"서울특별시 영등포구 국회대로50길 20, 상가동 지하1층 B49호 (영등포동7가, 포레나 영등포 센트럴)",기타,영등포구,126.9056133,37.52338336
닭날개BT,서울특별시 영등포구 대림동 720-7 ,"서울특별시 영등포구 대림로27가길 12-1, 1층 (대림동)",중국식,영등포구,126.8987334,37.49622714
하루엔소쿠 영등포점,서울특별시 영등포구 영등포동6가 145 영등포 반도아이비밸리 ,"서울특별시 영등포구 영신로 166, 영등포 반도아이비밸리 1층 102호 (영등포동6가)",경양식,영등포구,126.9022265,37.52293276
프랭크버거 영등포시장역점,서울특별시 영등포구 영등포동7가 208 포레나 영등포 센트럴 ,"서울특별시 영등포구 국회대로50길 20, 107호 (영등포동7가, 포레나 영등포 센트럴)",기타,영등포구,126.9056133,37.52338336
농가의 식탁,서울특별시 영등포구 영등포동4가 434-5 신세계백화점 ,"서울특별시 영등포구 영중로 9, 신세계백화점 지하1층 (영등포동4가)",기타,영등포구,126.9055629,37.51716964
쨔웨관,서울특별시 영등포구 대림동 1081-43 ,"서울특별시 영등포구 디지털로37길 2, 1층 102호 (대림동)",기타,영등포구,126.8990878,37.48903791
엘리트 Elite,서울특별시 영등포구 당산동3가 395-33 ,"서울특별시 영등포구 국회대로28길 15, 2층 (당산동3가)",호프/통닭,영등포구,126.894367,37.5273138
피자닷컴,서울특별시 영등포구 신길동 223-7 ,"서울특별시 영등포구 신길로 182, 2층 (신길동)",경양식,영등포구,126.9111326,37.50831455
빠삭한 순살치킨을 위해 소스 얹어주는집,서울특별시 영등포구 대림동 903-36 ,"서울특별시 영등포구 디지털로77길 12, 1층 101호 (대림동)",호프/통닭,영등포구,126.9056907,37.49618777
행복한 셰프,서울특별시 영등포구 영등포동4가 425-10 ,"서울특별시 영등포구 경인로 833-1, 1층 (영등포동4가)",분식,영등포구,126.9053745,37.51623082
아줌마 칼국수,서울특별시 영등포구 양평동4가 153-16 ,"서울특별시 영등포구 선유로51길 3, 8필지 1층 10호 (양평동4가)",한식,영등포구,126.8976247,37.53653239
도스마스 여의도점,서울특별시 영등포구 여의도동 36-2 ,"서울특별시 영등포구 국제금융로6길 33, 내제지하1층 13호 (여의도동)","외국음식전문점(인도,태국등)",영등포구,126.9269159,37.52078239
카페 공존,서울특별시 영등포구 양평동4가 145-1 ,"서울특별시 영등포구 양평로20길 4-1, 1층 (양평동4가)",기타,영등포구,126.8956175,37.5375277
오밍고박스,서울특별시 영등포구 여의도동 18 한국방송공사 ,"서울특별시 영등포구 여의공원로 13, 한국방송공사 신관1층 (여의도동)",한식,영등포구,126.9163818,37.52536214
문래문화살롱,서울특별시 영등포구 문래동2가 44-3,"서울특별시 영등포구 경인로79길 20, 1층 (문래동2가)",기타,영등포구,126.893504,37.51357767
두툼해 도곡,서울특별시 강남구 도곡동 467-12 군인공제회관,"서울특별시 강남구 남부순환로 2806, 군인공제회관 지하1층 (도곡동)",일식,강남구,127.0528041,37.48928307
꽃게집,서울특별시 동대문구 회기동 57-22,"서울특별시 동대문구 회기로25길 11, 1층 좌2호 (회기동)",한식,동대문구,127.0549799,37.59095832
복만두,서울특별시 동작구 노량진동 119-143 ,"서울특별시 동작구 만양로 98, 1층 104호 (노량진동)",중국식,동작구,126.944439,37.51211209
하이하이,서울특별시 동작구 사당동 1160 사당 롯데캐슬 골든포레 ,"서울특별시 동작구 사당로 90, 근린생활시설2동 2층 104호 (사당동, 사당 롯데캐슬 골든포레)",일식,동작구,126.9622751,37.49172204
진상천,서울특별시 동작구 흑석동 184-19 ,"서울특별시 동작구 흑석로 101-7, 2층 (흑석동)",한식,동작구,126.9607544,37.50804918
오버플로우(OVERFLOW),서울특별시 동작구 사당동 187 선인아트빌 ,"서울특별시 동작구 사당로2자길 6, 선인아트빌 1층 102호 (사당동)",기타,동작구,126.9646945,37.48976931
메리지아레,서울특별시 동작구 노량진동 39-27 ,"서울특별시 동작구 노량진로8길 43, 2층 (노량진동)",기타,동작구,126.9378206,37.51249909
메가엠지씨커피 노량진수산시장점,서울특별시 동작구 노량진동 16-1 노량진 드림스퀘어 복합빌딩 ,"서울특별시 동작구 노들로2길 7, 노량진 드림스퀘어 복합빌딩 C동 1층 111호 (노량진동)",기타,동작구,126.9393825,37.51432479
진주상회,서울특별시 동작구 노량진동 16-1 노량진 드림스퀘어 복합빌딩 ,"서울특별시 동작구 노들로2길 7, 노량진 드림스퀘어 복합빌딩 c동 1층 106호 (노량진동)",한식,동작구,126.9393825,37.51432479
샤브로21 중앙대,서울특별시 동작구 흑석동 223-23 ,"서울특별시 동작구 흑석로8길 12, 1층 (흑석동)",한식,동작구,126.9595153,37.50663478
담소 소사골순대?육개장 장승배기역점,서울특별시 동작구 상도동 187-1 ,"서울특별시 동작구 상도로 153, 1층 101호 (상도동)",한식,동작구,126.9361475,37.50343715
우이락 신대방삼거리점,서울특별시 동작구 대방동 407-46 더킴벌리빌딩 ,"서울특별시 동작구 여의대방로24길 129, 더킴벌리빌딩 1층 (대방동)",한식,동작구,126.9271809,37.49936172
육전국밥 노량진역점,서울특별시 동작구 노량진동 114-5 ,"서울특별시 동작구 노량진로 162, 1층 (노량진동)",한식,동작구,126.9439221,37.51338652
꾸이구이,서울특별시 동작구 사당동 1007-3 엘리지움 ,"서울특별시 동작구 동작대로23길 7, 엘리지움 1층 102, 103, 104호 (사당동)",한식,동작구,126.9813124,37.48420012
리치몽브레 사당점,서울특별시 동작구 사당동 150-26 ,"서울특별시 동작구 사당로 285-1, 1층, 2층 (사당동)",기타,동작구,126.9792956,37.48468906
본돈가,서울특별시 동작구 상도1동 625 ,"서울특별시 동작구 양녕로 273, 1층, 2층 (상도1동)",한식,동작구,126.9491086,37.50422763
이소 다과점,서울특별시 동작구 상도동 502-8 서정힐탑 ,"서울특별시 동작구 사당로 12, 2층 202호 (상도동, 서정힐탑)",기타,동작구,126.9556536,37.49528388
두끼 이수역점,서울특별시 동작구 사당동 145-11 ,"서울특별시 동작구 동작대로27가길 36, 2층 (사당동)",분식,동작구,126.9809821,37.48601717
칼로(kahlo),서울특별시 동작구 상도동 29-53 ,"서울특별시 동작구 상도로30길 79, 1층 (상도동)",기타,동작구,126.9451099,37.50400908
바베더퍼(남성역점),서울특별시 동작구 사당동 248-5 거묵프리미엄 상가 ,"서울특별시 동작구 사당로 196, 거묵프리미엄 상가 1층 104호 (사당동)",한식,동작구,126.9698936,37.48492902
도리당 상도점,서울특별시 동작구 상도동 264-35 ,"서울특별시 동작구 성대로 87, 지1층 (상도동)",한식,동작구,126.9354262,37.49776932
울엄마분식,서울특별시 동작구 대방동 20-8 ,"서울특별시 동작구 등용로 93, 1층 (대방동)",분식,동작구,126.9319676,37.50951216
너와나식당,서울특별시 동작구 상도동 256-36 ,"서울특별시 동작구 성대로 36, 1층 (상도동)",한식,동작구,126.9331681,37.49905764
??족,서울특별시 동작구 상도동 201-73 ,"서울특별시 동작구 장승배기로 33, 1층 (상도동)",한식,동작구,126.9412262,37.50096406
환풍구,서울특별시 동작구 사당동 144-1 ,"서울특별시 동작구 동작대로25길 33, 지하1층 (사당동)",한식,동작구,126.980548,37.48561393
희객,서울특별시 동작구 상도동 494-13 금오빌딩 ,"서울특별시 동작구 상도로60길 2, 금오빌딩 1층 (상도동)",중국식,동작구,126.9541473,37.49517742
33떡볶이&꼬마김밥 흑석점,서울특별시 동작구 흑석동 8-32 ,"서울특별시 동작구 현충로 100, 2층 (흑석동)",분식,동작구,126.9646117,37.50772393
윈터,서울특별시 동작구 사당동 1041-24 ,"서울특별시 동작구 사당로30길 158, 3층 (사당동)",기타,동작구,126.9805944,37.47786202
노량진101,서울특별시 동작구 노량진동 334 노량진 수산물 도매시장 ,"서울특별시 동작구 노들로 674, 노량진 수산물 도매시장 2층 1호, 2호 (노량진동)",일식,동작구,126.9377883,37.51474239
콩두주백,서울특별시 동작구 사당동 1049-16 ,"서울특별시 동작구 남부순환로 2029, 1층 (사당동)",한식,동작구,126.9741703,37.47648077
쿡쿡공방,서울특별시 동작구 상도1동 645-2 대성빌딩 ,"서울특별시 동작구 흑석로 8, 대성빌딩 1층 (상도1동)",기타,동작구,126.9514662,37.50468999
미스터리,서울특별시 동작구 사당동 1046-32 ,"서울특별시 동작구 남부순환로269길 21, 2층 (사당동)",일식,동작구,126.9777699,37.47753397
샤브로21 신대방삼거리,서울특별시 동작구 대방동 407-46 ,"서울특별시 동작구 여의대방로24길 129, 1층 (대방동)",한식,동작구,126.9271809,37.49936172
중앙시장 돈까스 본점,서울특별시 동작구 신대방동 691-34,"서울특별시 동작구 신대방길 21, 1층 가운데점포 1호 (신대방동)",한식,동작구,126.9114105,37.48795827
근본돈카츠 본점,서울특별시 동작구 신대방동 691-34,"서울특별시 동작구 신대방길 21, 1층 가운데점포2호 (신대방동)",한식,동작구,126.9114105,37.48795827
더미라클2,서울특별시 동작구 상도동 194-14 ,"서울특별시 동작구 상도로22길 44, 1층 3호 (상도동)",경양식,동작구,126.937169,37.50147586
중홍베태,서울특별시 동작구 상도1동 628 ,"서울특별시 동작구 양녕로 274, 4층 (상도1동)",한식,동작구,126.9495356,37.50390109
공간,서울특별시 동작구 사당동 1038-35 ,"서울특별시 동작구 동작대로7길 62-1, 1층 (사당동)",한식,동작구,126.9790148,37.4782316
삼정 한우곱창,서울특별시 동작구 노량진동 265-1 ,"서울특별시 동작구 노량진로6길 6-3, 1층 (노량진동)",기타,동작구,126.935768,37.51280539
더족발 흑석점,서울특별시 동작구 흑석동 50-43 ,"서울특별시 동작구 서달로14나길 7, 1층 (흑석동)",한식,동작구,126.9638042,37.50753815
타이판(Taipan),서울특별시 동작구 상도동 535 상도2차두산위브트레지움아파트 ,"서울특별시 동작구 상도로30길 40, 1층 107호 (상도동, 상도2차두산위브트레지움아파트)",중국식,동작구,126.9427753,37.50388003
스텔라떡볶이 서울이수점,서울특별시 동작구 사당동 1159 래미안 로이파크 ,"서울특별시 동작구 사당로23길 112, 후면상가동 지1층 B103호 (사당동, 래미안 로이파크)",분식,동작구,126.9732475,37.48852162
파스타 뱅,서울특별시 동작구 상도동 361-19 ,"서울특별시 동작구 상도로15길 55, 1층 102호 (상도동)",기타,동작구,126.9345227,37.50306461
딥다이브,서울특별시 동작구 사당동 147-64 ,"서울특별시 동작구 사당로 302, 1층 (사당동)",기타,동작구,126.9811639,37.48484586
포케포케,서울특별시 동작구 신대방동 705 ,"서울특별시 동작구 보라매로 83, 101동 1층 103호 (신대방동, 아파트)",기타,동작구,126.9272698,37.49668872
곽선생왕만두,서울특별시 동작구 사당동 317-15 ,"서울특별시 동작구 사당로16길 23, 1층 (사당동)",분식,동작구,126.9732161,37.48235923
남도사계절,서울특별시 동작구 노량진동 15-22 ,"서울특별시 동작구 노들로2길 3, 1층 (노량진동)",한식,동작구,126.9400104,37.51447203
하지커피(haji coffee),서울특별시 동작구 신대방동 338-17 ,"서울특별시 동작구 국사봉길 30, 1층 104호 (신대방동)",기타,동작구,126.9293643,37.49792361
코코노포,서울특별시 동작구 상도동 489-14 ,"서울특별시 동작구 상도로 372-4, 1층 (상도동)",기타,동작구,126.9537387,37.49558555
로드파스타피자,서울특별시 동작구 신대방동 375-15 동일빌딩 ,"서울특별시 동작구 여의대방로22길 4, 동일빌딩 2층 (신대방동)",기타,동작구,126.9200894,37.49754875
운하 진짜전복,서울특별시 동작구 상도동 535 상도2차두산위브트레지움아파트 ,"서울특별시 동작구 상도로30길 40, 1층 121호 (상도동, 상도2차두산위브트레지움아파트)",한식,동작구,126.9427753,37.50388003
소소라면,서울특별시 동작구 노량진동 117-24 ,"서울특별시 동작구 만양로 104, 1층 (노량진동)",분식,동작구,126.9445302,37.51282167
The 동작,서울특별시 동작구 노량진동 330 삼익주상복합아파트 ,"서울특별시 동작구 만양로 84, 지하1층 23호 (노량진동, 삼익주상복합아파트)",한식,동작구,126.9451324,37.51092856
구공탄,서울특별시 동작구 흑석동 54-149 ,"서울특별시 동작구 서달로12나길 2, 1층 좌측호 (흑석동)",한식,동작구,126.9630906,37.50675509
미식반점,서울특별시 동작구 상도동 19-18 ,"서울특별시 동작구 만양로 15, 1,2층 (상도동)",중국식,동작구,126.9471021,37.50617141
스타일,서울특별시 동작구 노량진동 28-7 ,"서울특별시 동작구 노량진로 90, 1층 (노량진동)",기타,동작구,126.9356846,37.51305843
도담,서울특별시 동작구 사당동 145-5 ,"서울특별시 동작구 동작대로27가길 32, 2층 (사당동)",기타,동작구,126.9809937,37.48612199
청년피자 상도점,서울특별시 동작구 상도동 242-87,"서울특별시 동작구 성대로1길 18, 1층 (상도동)",기타,동작구,126.9341612,37.50103781
청록미나리식당,서울특별시 동작구 노량진동 54-8 ,"서울특별시 동작구 장승배기로 170, 지하1층, 지상1층 (노량진동)",한식,동작구,126.9404728,37.51282153
혜화갈비찜,서울특별시 동작구 노량진동 288-4 ,"서울특별시 동작구 노량진로6길 62, 1층 (노량진동)",한식,동작구,126.9360963,37.51034142
해운대 별관,서울특별시 동작구 노량진동 334 ,"서울특별시 동작구 노들로 674, 2층 1호 (노량진동)",한식,동작구,126.9377883,37.51474239
히든조커 이수점,서울특별시 동작구 사당동 137-11 ,"서울특별시 동작구 동작대로27가길 23, 4층 (사당동)",기타,동작구,126.981309,37.48652478
휘야,서울특별시 동작구 사당동 1033-22 ,"서울특별시 동작구 동작대로7길 36, 2층 (사당동)",경양식,동작구,126.979969,37.47917849
팔각도 장승배기점,서울특별시 동작구 상도동 187-1 ,"서울특별시 동작구 상도로 153, 1층 105호 (상도동)",식육(숯불구이),동작구,126.9361475,37.50343715
유부(UBU),서울특별시 동작구 흑석동 8-34 ,"서울특별시 동작구 서달로14길 25, 1층 (흑석동)",기타,동작구,126.9644396,37.50779306
엄니순대국,서울특별시 동작구 사당동 246-15 ,"서울특별시 동작구 사당로8길 12, 1층 (사당동)",한식,동작구,126.9692604,37.48474304
베이크가든,서울특별시 동작구 사당동 1003-44 ,"서울특별시 동작구 사당로28길 10-1, 1,2층 (사당동)",기타,동작구,126.9794868,37.48378052
주주마켓,서울특별시 동작구 상도1동 440 ,"서울특별시 동작구 상도로41길 50, 1층 102호 (상도1동)",기타,동작구,126.9517247,37.50248294
파세로(passero),서울특별시 동작구 대방동 414-16 ,"서울특별시 동작구 여의대방로24나길 10-2, 1층 101호 (대방동)",기타,동작구,126.9213398,37.49832071
철길부산집 노량진점,서울특별시 동작구 노량진동 123-6 ,"서울특별시 동작구 만양로14길 10, 1층 (노량진동)",기타,동작구,126.9450187,37.51141462
빌리스(Billy.s),서울특별시 동작구 상도동 356-10 ,"서울특별시 동작구 상도로15길 44, 1층 (상도동)",기타,동작구,126.9342706,37.50246517
구름계란덮밥 신대방점,서울특별시 동작구 신대방동 724 보라매자이 더 포레스트 ,"서울특별시 동작구 여의대방로22길 121, 제상가동 제1층 제1411호 (신대방동, 보라매자이 더 포레스트)",한식,동작구,126.9260897,37.49855224
스이루 중앙대점,서울특별시 동작구 흑석동 190-51,"서울특별시 동작구 흑석로 91, 2층 (흑석동)",한식,동작구,126.9597212,37.50740504
별빛달빛포차,서울특별시 동작구 상도동 246-1 ,"서울특별시 동작구 성대로1길 10, 1층 (상도동)",기타,동작구,126.9331916,37.5005924
가마치통닭 노량진점,서울특별시 동작구 노량진동 95 ,"서울특별시 동작구 노량진로16길 16, 1층 (노량진동)",호프/통닭,동작구,126.9434543,37.51284527
인생은 고기서 고기다(인고고),서울특별시 동작구 신대방동 346-14 ,"서울특별시 동작구 보라매로 94-1, 1층 (신대방동)",한식,동작구,126.9282321,37.49766642
